,Ticker,Name ,RetYTD,ggroup,Industry
740,G,Genpact Ltd ,-0.2065,4510,Software & Services
741,GABC,German Amer Bncp Inc ,-0.0593,4010,Banks
742,GATX,GATX Corp ,0.1257,2010,Capital Goods
743,GBCI,Glacier Bancorp Inc ,-0.194,4010,Banks
744,GBT,Global Blood Ther ,0.2108,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
745,GBX,Greenbrier Companies ,-0.0144,2010,Capital Goods
746,GCO,Genesco Inc ,0.0687,2550,Retailing
747,GCP,Gcp Applied Technologies Inc C ,-0.0126,1510,Materials
748,GD,General Dynamics Corp ,0.1692,2010,Capital Goods
749,GDDY,Godaddy Inc ,0.0186,4510,Software & Services
750,GDEN,Golden Entmt ,0.0659,2530,Consumer Services
751,GDOT,Green Dot Corp ,-0.2437,4020,Diversified Financials
752,GE,General Electric Company ,-0.0385,2010,Capital Goods
753,GEO,Geo Group Inc ,-0.1252,2020,Commercial  & Professional Services
754,GEO,Geo Group Inc ,-0.1252,2020,Commercial  & Professional Services
755,GERN,Geron Corp ,0.2623,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
756,GES,Guess Inc ,-0.0139,2550,Retailing
757,GEVO,Gevo Inc ,0.0678,1010,Energy
758,GFF,Griffon Corp ,-0.349,2010,Capital Goods
759,GGG,Graco Inc ,-0.191,2010,Capital Goods
760,GHC,Graham Holdings Company ,-0.0259,2530,Consumer Services
761,GIII,G-III Apparel Gp ,0.0488,2520,Consumer Durables & Apparel
762,GILD,Gilead Sciences Inc ,-0.1486,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
763,GIS,General Mills ,0.0525,3020,"Food, Beverage & Tobacco"
764,GKOS,Glaukos Corp ,0.3722,3510,Health Care Equipment & Services
765,GLDD,Great Lakes Drg Dock ,-0.1177,2010,Capital Goods
766,GLOB,Globant S.A. ,-0.2566,4510,Software & Services
767,GLPI,Gaming & Leisure ,-0.0399,6010,Real Estate
768,GLT,Glatfelter ,-0.3058,1510,Materials
769,GLW,Corning Inc ,-0.0951,4520,Technology Hardware & Equipment
770,GM,General Motors Company ,-0.3155,2510,Automobiles & Components
771,GME,Gamestop Corp ,0.016,2550,Retailing
772,GMED,Globus Medical Inc ,0.0734,3510,Health Care Equipment & Services
773,GMRE,Global Medical REIT Inc ,-0.1054,6010,Real Estate
774,GMS,Gms Inc ,-0.1833,2010,Capital Goods
775,GNK,Genco Shipping & Trading Ltd ,0.54,2030,Transportation
776,GNL,Global Net Lease Inc ,-0.0105,6010,Real Estate
777,GNRC,Generac Holdings Inc ,-0.2862,2010,Capital Goods
778,GNTX,Gentex Corp ,-0.2083,2510,Automobiles & Components
779,GNW,Genworth Financial Inc ,-0.0741,4030,Insurance
780,GOGO,Gogo Inc ,0.7206,5010,Telecommunication Services
781,GOLF,Acushnet Holdings Corp ,-0.2168,2520,Consumer Durables & Apparel
782,GOOD,Gladstone Comml ,-0.13,6010,Real Estate
783,GOOGL,Alphabet Cl A ,-0.1251,5020,
784,GPC,Genuine Parts Company ,-0.066,2550,Retailing
785,GPI,Group 1 Automotive ,-0.1704,2550,Retailing
786,GPK,Graphic Packaging Holding Company ,0.0728,1510,Materials
787,GPN,Global Payments Inc ,0.0353,4510,Software & Services
788,GPRE,Green Plains Inc ,-0.1024,1010,Energy
789,GPRO,Gopro Inc Cl A ,-0.1513,2520,Consumer Durables & Apparel
790,GPS,Gap Inc ,-0.2006,2550,Retailing
791,GRBK,Green Brick Partners ,-0.3719,2520,Consumer Durables & Apparel
792,GRC,Gorman-Rupp Company ,-0.2249,2010,Capital Goods
793,GRMN,Garmin Ltd ,-0.1826,2520,Consumer Durables & Apparel
794,GRPN,Groupon Cl A ,-0.1442,2550,Retailing
795,GS,Goldman Sachs Group ,-0.1592,4020,Diversified Financials
796,GSAT,Globalstar ,0.1121,5010,Telecommunication Services
797,GSBC,Great Southern Bncp ,-0.0289,4010,Banks
798,GT,Goodyear Tire Rubber ,-0.378,2510,Automobiles & Components
799,GTLS,Chart Industries IN ,0.1225,2010,Capital Goods
800,GTY,Getty Realty Corp ,-0.1094,6010,Real Estate
801,GVA,Granite Construction Inc ,-0.1597,2010,Capital Goods
802,GWRE,Guidewire Software Inc ,-0.1972,4510,Software & Services
803,GWW,W.W. Grainger ,-0.0517,2010,Capital Goods
804,H,Hyatt Hotels Corp ,0.0115,2530,Consumer Services
805,HA,Hawaiian Hlds Inc ,0.0386,2030,Transportation
806,HAE,Haemonetics Corp ,0.0713,3510,Health Care Equipment & Services
807,HAFC,Hanmi Financial Cp ,0.0114,4010,Banks
808,HAIN,Hain Celestial Group ,-0.1929,3020,"Food, Beverage & Tobacco"
809,HAL,Halliburton Company ,0.7822,1010,Energy
810,HALO,Halozyme Therapeutic ,0.0512,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
811,HAS,Hasbro Inc ,-0.1627,2520,Consumer Durables & Apparel
812,HASI,Hannon Armstrong Sustainable IN ,-0.1796,4020,Diversified Financials
813,HAYN,Haynes Intl Inc ,0.1103,1510,Materials
814,HBAN,Huntington Bcshs ,-0.1336,4010,Banks
815,HBCP,Home Bancorp Inc ,-0.033,4010,Banks
816,HBI,Hanesbrands Inc ,-0.1579,2520,Consumer Durables & Apparel
817,HBIO,Harvard Bioscience ,-0.166,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
818,HBNC,Horizon Bancorp ,-0.1084,4010,Banks
819,HCA,Hca Holdings Inc ,0.0156,3510,Health Care Equipment & Services
820,HCCI,Heritage-Crystal ,-0.1037,2020,Commercial  & Professional Services
821,HCCI,Heritage-Crystal ,-0.1037,2020,Commercial  & Professional Services
822,HCI,Homeowners Choice ,-0.1919,4030,Insurance
823,HCKT,Hackett Grp Inc ,0.1534,4510,Software & Services
824,HCSG,Healthcare Svcs Gp ,-0.0382,2020,Commercial  & Professional Services
825,HCSG,Healthcare Svcs Gp ,-0.0382,2020,Commercial  & Professional Services
826,HD,Home Depot ,-0.2662,2550,Retailing
827,HE,Hawaiian Electric Industries ,0.0573,5510,Utilities
828,HEAR,Turtle Beach Corp ,-0.1357,4520,Technology Hardware & Equipment
829,HEES,H&E Equip Services ,-0.1046,2010,Capital Goods
830,HELE,Helen of Troy Ltd ,-0.163,2520,Consumer Durables & Apparel
831,HES,Hess Corp ,0.5496,1010,Energy
832,HFWA,Heritage Financial ,-0.0086,4010,Banks
833,HGV,Hilton Grand Vacations Inc ,-0.0543,2530,Consumer Services
834,HHC,Howard Hughes Corp ,-0.0122,6010,Real Estate
835,HI,Hillenbrand Inc ,-0.1995,2010,Capital Goods
836,HIBB,Hibbett Inc ,-0.3704,2550,Retailing
837,HIFS,Hingham Inst For Svg ,-0.1858,4010,Banks
838,HIG,Hartford Financial Services Group ,0.0856,4030,Insurance
839,HII,Huntington Ingalls Industries ,0.1924,2010,Capital Goods
840,HIW,Highwoods Properties ,-0.0206,6010,Real Estate
841,HL,Hecla Mining Company ,0.3697,1510,Materials
842,HLF,Herbalife Ltd ,-0.2739,3030,Household & Personal Products
843,HLI,Houlihan Lokey ,-0.2063,4020,Diversified Financials
844,HLIT,Harmonic Inc ,-0.2738,4520,Technology Hardware & Equipment
845,HLT,Hilton Inc ,-0.0026,2530,Consumer Services
846,HLX,Helix Energy Solutions Group ,0.6538,1010,Energy
847,HMN,Horace Mann Educators Corp ,0.0491,4030,Insurance
848,HMST,Homestreet Inc ,-0.144,4010,Banks
849,HNI,Hon Industries Inc ,-0.1493,2020,Commercial  & Professional Services
850,HNI,Hon Industries Inc ,-0.1493,2020,Commercial  & Professional Services
851,HOFT,Hooker Furnishings Corp ,-0.2165,2520,Consumer Durables & Apparel
852,HOG,Harley-Davidson Inc ,0.0135,2510,Automobiles & Components
853,HOLX,Hologic Inc ,-0.003,3510,Health Care Equipment & Services
854,HOMB,Home Bancshares Inc ,-0.092,4010,Banks
855,HON,Honeywell International Inc ,-0.0639,2010,Capital Goods
856,HONE,Harborone Bancorp Inc ,-0.0741,4010,Banks
857,HOPE,Hope Bancorp Inc ,0.0578,4010,Banks
858,HOV,Hovnanian Enterprises Inc ,-0.6032,2520,Consumer Durables & Apparel
859,HP,Helmerich & Payne ,1.062,1010,Energy
860,HPE,Hewlett Packard Enterprise Comp ,-0.0247,4520,Technology Hardware & Equipment
861,HPP,Hudson Pacific Properties ,0.0316,6010,Real Estate
862,HPQ,HP Inc ,-0.0053,4520,Technology Hardware & Equipment
863,HQY,Healthequity ,0.5825,3510,Health Care Equipment & Services
864,HR,Healthcare Realty Trust Inc ,-0.1302,6010,Real Estate
865,HRB,H&R Block ,0.1367,2530,Consumer Services
866,HRI,Herc Holdings Inc ,-0.0687,2010,Capital Goods
867,HRL,Hormel Foods Corp ,0.0947,3020,"Food, Beverage & Tobacco"
868,HRTX,Heron Therapeutics ,-0.3571,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
869,HSC,Harsco Corp ,-0.322,2020,Commercial  & Professional Services
870,HSC,Harsco Corp ,-0.322,2020,Commercial  & Professional Services
871,HSIC,Henry Schein Inc ,0.1784,3510,Health Care Equipment & Services
872,HSII,Heidrick & Struggl ,-0.0976,2020,Commercial  & Professional Services
873,HSII,Heidrick & Struggl ,-0.0976,2020,Commercial  & Professional Services
874,HSKA,Heska Corp ,-0.2551,3510,Health Care Equipment & Services
875,HST,Host Marriott Financial Trust ,0.1259,6010,Real Estate
876,HSTM,Healthstream Inc ,-0.2451,3510,Health Care Equipment & Services
877,HSY,Hershey Foods Corp ,0.168,3020,"Food, Beverage & Tobacco"
878,HT,Hersha Hospitality Trust ,0.0349,6010,Real Estate
879,HTA,Healthcare Trust of America ,-0.0617,6010,Real Estate
880,HTBI,Hometrust Bancshares ,-0.0684,4010,Banks
881,HTBK,Heritage Commerce ,-0.0477,4010,Banks
882,HTH,Hilltop Holdings Inc ,-0.204,4010,Banks
883,HTLD,Heartland Express ,-0.2176,2030,Transportation
884,HTLF,Heartland Finl USA ,-0.0887,4010,Banks
885,HUBB,Hubbell Inc B ,-0.1117,2010,Capital Goods
886,HUBG,Hub Group Inc A ,-0.2601,2030,Transportation
887,HUBS,Hubspot Inc ,-0.3242,4510,Software & Services
888,HUM,Humana Inc ,-0.0071,3510,Health Care Equipment & Services
889,HUN,Huntsman Corp ,-0.0241,1510,Materials
890,HURN,Huron Consulting ,0.077,2020,Commercial  & Professional Services
891,HURN,Huron Consulting ,0.077,2020,Commercial  & Professional Services
892,HWKN,Hawkins Inc ,0.0535,1510,Materials
893,HXL,Hexcel Corp ,0.0853,2010,Capital Goods
894,HY,Hyster-Yale Materials Handling ,-0.2117,2010,Capital Goods
895,HZNP,Horizon Therapeutics ,0.0798,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
896,HZO,Marinemax Inc ,-0.3188,2550,Retailing
897,IAC,Iac Interactivecorp ,-0.2659,5020,
898,IART,Integra Lifesciences ,-0.0643,3510,Health Care Equipment & Services
899,IBCP,Independent Bk Cp ,-0.1144,4010,Banks
900,IBIO,Ibio Inc ,-0.3306,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
901,IBKR,Interactive Brokers ,-0.1779,4020,Diversified Financials
902,IBM,International Business Machines ,-0.0531,4510,Software & Services
903,IBOC,Intl Bancshares ,-0.0472,4010,Banks
904,IBP,Installed Building Products ,-0.4242,2520,Consumer Durables & Apparel
905,IBTX,Independent Bank Group ,-0.0298,4010,Banks
906,ICAD,Icad Inc ,-0.5,3510,Health Care Equipment & Services
907,ICE,Intercontinental Exchange ,-0.0895,4020,Diversified Financials
908,ICFI,Icf International ,-0.0326,2020,Commercial  & Professional Services
909,ICFI,Icf International ,-0.0326,2020,Commercial  & Professional Services
910,ICHR,Ichor Holdings Ltd ,-0.3654,4530,Semiconductors & Semiconductor Equipment
911,ICPT,Intercept Pharmaceuticals ,0.011,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
912,ICUI,I C U Medical Inc ,-0.0581,3510,Health Care Equipment & Services
913,IDA,Idacorp Inc ,0.0067,5510,Utilities
914,IDCC,Interdigital Inc ,-0.1497,4510,Software & Services
915,IDT,IDT Corp ,-0.2991,5010,Telecommunication Services
916,IDXX,Idexx Laboratories ,-0.2455,3510,Health Care Equipment & Services
917,IESC,Ies Holdings ,-0.237,2010,Capital Goods
918,IEX,Idex Corp ,-0.1936,2010,Capital Goods
919,IFF,International Flavors & Fragrances ,-0.1674,1510,Materials
920,IGT,International Game Technology ,-0.1491,2530,Consumer Services
921,IIIN,Insteel Industries ,-0.0678,2010,Capital Goods
922,IIPR,Innovative Industrial Properties ,-0.3546,6010,Real Estate
923,IIVI,I I V I Inc ,-0.0929,4520,Technology Hardware & Equipment
924,ILMN,Illumina Inc ,-0.1155,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
925,IMAX,Imax Corp ,-0.0561,5020,
926,IMGN,Immunogen Inc ,-0.279,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
927,IMKTA,Ingles Markets Inc ,0.1015,3010,Food & Staples Retailing
928,INBK,First Internet Bcp ,-0.1163,4010,Banks
929,INCY,Incyte Corp ,0.1136,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
930,INDB,Independent Bk Corp ,-0.0379,4010,Banks
931,INFN,Infinera Corp ,-0.2044,4520,Technology Hardware & Equipment
932,INFU,Infusystems Holdings ,-0.5026,3510,Health Care Equipment & Services
933,INGN,Inogen Inc ,-0.1662,3510,Health Care Equipment & Services
934,INGR,Ingredion Inc ,-0.0738,3020,"Food, Beverage & Tobacco"
935,INN,Summit Hotel Properties ,-0.0051,6010,Real Estate
936,INO,Inovio Pharma ,-0.3587,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
937,INSG,Inseego Corp ,-0.434,4520,Technology Hardware & Equipment
938,INSM,Insmed Inc ,-0.0584,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
939,INSW,International Seaways Inc ,0.408,1010,Energy
940,INT,World Fuel Services Corp ,0.0023,1010,Energy
941,INTC,Intel Corp ,-0.1132,4530,Semiconductors & Semiconductor Equipment
942,INTU,Intuit Inc ,-0.2769,4510,Software & Services
943,INVA,Innoviva Inc ,0.1032,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
944,INVE,Identiv Inc ,-0.5327,4520,Technology Hardware & Equipment
945,IONS,Ionis Pharmaceuticals ,0.3464,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
946,IOSP,Innospec Inc ,0.0386,1510,Materials
947,IP,International Paper Company ,0.0096,1510,Materials
948,IPAR,Inter Parfums Inc ,-0.1962,3030,Household & Personal Products
949,IPG,Interpublic Group of Companies ,-0.079,5020,
950,IPGP,Ipg Photonics Corp ,-0.4348,4520,Technology Hardware & Equipment
951,IPI,Intrepid Potash Inc ,1.6199,1510,Materials
952,IR,Ingersoll Rand Inc ,-0.2494,2010,Capital Goods
953,IRBT,Irobot Corp ,-0.1781,2520,Consumer Durables & Apparel
954,IRDM,Iridium Comm Inc ,-0.0189,5010,Telecommunication Services
955,IRM,Iron Mountain Inc ,0.059,6010,Real Estate
956,IRMD,Iradimed Cp ,-0.0428,3510,Health Care Equipment & Services
957,IRT,Independence Realty Trust Inc ,0.0437,6010,Real Estate
958,IRTC,Irhythm Technologies Inc ,0.2279,3510,Health Care Equipment & Services
959,IRWD,Ironwood Pharmaceuti ,0.0566,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
960,ISRG,Intuitive Surg Inc ,-0.2215,3510,Health Care Equipment & Services
961,IT,Gartner Inc ,-0.1083,4510,Software & Services
962,ITCI,Intra-Cellular Ther ,0.2285,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
963,ITGR,Integer Holdings Corp ,-0.0458,3510,Health Care Equipment & Services
964,ITRI,Itron Inc ,-0.2701,4520,Technology Hardware & Equipment
965,ITT,ITT Inc ,-0.2932,2010,Capital Goods
966,ITW,Illinois Tool Works Inc ,-0.2047,2010,Capital Goods
967,IVR,Invesco Mortgage Capital Inc ,-0.2986,4020,Diversified Financials
968,IVZ,Invesco Plc ,-0.0877,4020,Diversified Financials
969,JACK,Jack IN The Box Inc ,0.0517,2530,Consumer Services
970,JAZZ,Jazz Pharma Plc ,0.3128,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
971,JBHT,J B Hunt Transport ,-0.1585,2030,Transportation
972,JBL,Jabil Circuit ,-0.1905,4520,Technology Hardware & Equipment
973,JBLU,Jetblue Airways Cp ,-0.1025,2030,Transportation
974,JBSS,John B Sanfilippo ,-0.0471,3020,"Food, Beverage & Tobacco"
975,JBT,John Bean Technologies Corp ,-0.2902,2010,Capital Goods
976,JCI,Johnson Controls Intl ,-0.2433,2010,Capital Goods
977,JELD,Jeld-Wen Holding Inc ,-0.2162,2010,Capital Goods
978,JJSF,J J Snack Foods ,-0.0115,3020,"Food, Beverage & Tobacco"
979,JKHY,Jack Henry & Assoc ,0.2006,4510,Software & Services
980,JLL,Jones Lang Lasalle Inc ,-0.165,6010,Real Estate
981,JNCE,Jounce Therapeutics Inc ,-0.188,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
982,JNJ,Johnson & Johnson ,0.0516,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
983,JNPR,Juniper Networks ,-0.0162,4520,Technology Hardware & Equipment
984,JOE,St. Joe Company ,0.1199,6010,Real Estate
985,JOUT,Johnson Outdoors ,-0.1493,2520,Consumer Durables & Apparel
986,JPM,JP Morgan Chase & Company ,-0.2035,4010,Banks
987,JRVR,James River Gp HD ,-0.1583,4030,Insurance
988,JWN,Nordstrom ,0.2754,2550,Retailing
989,JYNT,The Joint Corp ,-0.4897,3510,Health Care Equipment & Services
990,K,Kellogg Company ,0.0537,3020,"Food, Beverage & Tobacco"
991,KAI,Kadant Inc ,-0.1792,2010,Capital Goods
992,KALU,Kaiser Aluminum ,0.0697,1510,Materials
993,KALV,Kalvista Pharmaceuticals Inc ,0.0854,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
994,KAMN,Kaman Corp ,-0.0114,2010,Capital Goods
995,KAR,Kar Auction Services Inc ,0.1255,2020,Commercial  & Professional Services
996,KAR,Kar Auction Services Inc ,0.1255,2020,Commercial  & Professional Services
997,KBAL,Kimball Intl Cl B ,-0.218,2020,Commercial  & Professional Services
998,KBAL,Kimball Intl Cl B ,-0.218,2020,Commercial  & Professional Services
999,KBH,KB Home ,-0.2578,2520,Consumer Durables & Apparel
1000,KBR,KBR Inc ,0.1869,2020,Commercial  & Professional Services
1001,KBR,KBR Inc ,0.1869,2020,Commercial  & Professional Services
1002,KE,Kimball Electrnc ,-0.2054,4520,Technology Hardware & Equipment
1003,KELYA,Kelly Svcs Cl A ,0.2439,2020,Commercial  & Professional Services
1004,KELYA,Kelly Svcs Cl A ,0.2439,2020,Commercial  & Professional Services
1005,KEX,Kirby Corp ,0.1203,2030,Transportation
1006,KEY,Keycorp ,-0.1146,4010,Banks
1007,KEYS,Keysight Technologies Inc Comm ,-0.303,4520,Technology Hardware & Equipment
1008,KFRC,Kforce Inc ,-0.0322,2020,Commercial  & Professional Services
1009,KFRC,Kforce Inc ,-0.0322,2020,Commercial  & Professional Services
1010,KFY,Korn/Ferry International ,-0.1336,2020,Commercial  & Professional Services
1011,KFY,Korn/Ferry International ,-0.1336,2020,Commercial  & Professional Services
1012,KHC,Kraft Heinz Company ,0.178,3020,"Food, Beverage & Tobacco"
1013,KIM,Kimco Realty Corp ,0.0195,6010,Real Estate
1014,KKR,KKR & Co. LP ,-0.2584,4020,Diversified Financials
1015,KLAC,K L A-Tencor Corp ,-0.2526,4530,Semiconductors & Semiconductor Equipment
1016,KLIC,Kulicke and Soffa ,-0.1544,4530,Semiconductors & Semiconductor Equipment
1017,KMB,Kimberly-Clark Corp ,-0.1154,3030,Household & Personal Products
1018,KMI,Kinder Morgan ,0.2213,1010,Energy
1019,KMPR,Kemper Corp ,-0.0602,4030,Insurance
1020,KMT,Kennametal Inc ,-0.2476,2010,Capital Goods
1021,KMX,Carmax Inc ,-0.2952,2550,Retailing
1022,KN,Knowles Corp ,-0.191,4520,Technology Hardware & Equipment
1023,KNSL,Kinsale Capital Group Inc ,-0.0259,4030,Insurance
1024,KO,Coca-Cola Company ,0.0981,3020,"Food, Beverage & Tobacco"
1025,KODK,Eastman Kodak ,0.3248,4520,Technology Hardware & Equipment
1026,KOP,Koppers Holdings Inc ,-0.1425,1510,Materials
1027,KOPN,Kopin Cp ,-0.5257,4530,Semiconductors & Semiconductor Equipment
1028,KOS,Kosmos Energy Ltd ,1.2052,1010,Energy
1029,KPTI,Karyopharm Therapeut ,0.2131,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1030,KR,Kroger Company ,0.2886,3010,Food & Staples Retailing
1031,KRC,Kilroy Realty Corp ,0.1195,6010,Real Estate
1032,KRG,Kite Realty Group Trust ,0.0275,6010,Real Estate
1033,KRNY,Kearny Financial ,-0.0619,4010,Banks
1034,KSS,Kohl's Corp ,0.2351,2550,Retailing
1035,KTOS,Kratos Defns ,-0.0108,2010,Capital Goods
1036,KURA,Kura Oncology ,0.1521,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1037,KW,Kennedy-Wilson Holdings Inc ,-0.008,6010,Real Estate
1038,KWR,Quaker Chemical Corp ,-0.3067,1510,Materials
1039,L,Loews Corp ,0.1279,4030,Insurance
1040,LAD,Lithia Motors ,-0.0212,2550,Retailing
1041,LADR,Ladder Capital Corp ,0.0492,4020,Diversified Financials
1042,LAMR,Lamar Advertis A ,-0.0705,6010,Real Estate
1043,LANC,Lancaster Colony Cor ,-0.0629,3020,"Food, Beverage & Tobacco"
1044,LAND,Gladstone Land Corp ,0.1777,6010,Real Estate
1045,LAZ,Lazard Ltd ,-0.2395,4020,Diversified Financials
1046,LBAI,Lakeland Bancorp Inc ,-0.1643,4010,Banks
1047,LBRDK,Liberty Broadbd C ,-0.1431,5020,
1048,LC,Lendingclub Corp ,-0.4409,4020,Diversified Financials
1049,LCII,Lci Industries ,-0.3316,2510,Automobiles & Components
1050,LDOS,Leidos Holdings Inc ,0.2268,2020,Commercial  & Professional Services
1051,LDOS,Leidos Holdings Inc ,0.2268,2020,Commercial  & Professional Services
1052,LE,Lands' End Inc ,-0.1605,2550,Retailing
1053,LEA,Lear Corp ,-0.2997,2510,Automobiles & Components
1054,LECO,Lincoln Elec Holdings ,-0.0717,2010,Capital Goods
1055,LEG,Leggett & Platt Inc ,-0.1285,2520,Consumer Durables & Apparel
1056,LEU,Centrus Energy Corp ,-0.3486,1010,Energy
1057,LFUS,Littelfuse Inc ,-0.2722,4520,Technology Hardware & Equipment
1058,LGIH,LGI Homes Inc ,-0.417,2520,Consumer Durables & Apparel
1059,LGND,Ligand Pharm ,-0.3185,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1060,LH,Laboratory Corp of America Holdings ,-0.1438,3510,Health Care Equipment & Services
1061,LHCG,LHC Group Inc ,0.218,3510,Health Care Equipment & Services
1062,LII,Lennox International ,-0.2602,2010,Capital Goods
1063,LIND,Lindblad Expd Holdings ,0.0122,2530,Consumer Services
1064,LITE,Lumentum Holdings ,-0.1902,4520,Technology Hardware & Equipment
1065,LIVN,Livanova Plc OR Sh ,-0.0665,3510,Health Care Equipment & Services
1066,LKFN,Lakeland Finl Corp ,-0.0766,4010,Banks
1067,LKQ,LKQ Corp ,-0.2171,2550,Retailing
1068,LL,LL Flooring Hldgs Inc ,-0.1845,2550,Retailing
1069,LLNW,Limelight Networks ,0.5773,4510,Software & Services
1070,LLY,Eli Lilly and Company ,0.0928,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1071,LMAT,Lemaitre Vascular ,-0.0741,3510,Health Care Equipment & Services
1072,LMNR,Limoneira Company ,-0.0767,3020,"Food, Beverage & Tobacco"
1073,LMT,Lockheed Martin Corp ,0.3158,2010,Capital Goods
1074,LNC,Lincoln National Corp ,-0.0489,4030,Insurance
1075,LNDC,Landec Cp ,-0.0757,3020,"Food, Beverage & Tobacco"
1076,LNG,Cheniere Energy ,0.3758,1010,Energy
1077,LNN,Lindsay Corp ,-0.0335,2010,Capital Goods
1078,LNT,Alliant Energy Corp ,0.0312,5510,Utilities
1079,LNTH,Lantheus Holdings ,1.0865,3510,Health Care Equipment & Services
1080,LOB,Live Oak Bancsh ,-0.4619,4010,Banks
1081,LOCO,El Pollo Loco ,-0.2185,2530,Consumer Services
1082,LOPE,Grand Canyon Educati ,0.1817,2530,Consumer Services
1083,LOW,Lowe's Companies ,-0.2213,2550,Retailing
1084,LPG,Dorian Lpg Ltd ,0.2427,1010,Energy
1085,LPI,Laredo Petroleum Holdings Inc ,0.394,1010,Energy
1086,LPLA,Lpl Financial Holdings ,0.3445,4020,Diversified Financials
1087,LPSN,Liveperson Inc ,-0.294,4510,Software & Services
1088,LPX,Louisiana-Pacific Corp ,-0.2254,1510,Materials
1089,LQDT,Liquidity Services ,-0.1839,2550,Retailing
1090,LRCX,Lam Research Corp ,-0.3657,4530,Semiconductors & Semiconductor Equipment
1091,LRN,Stride Inc ,0.0363,2530,Consumer Services
1092,LSCC,Lattice Semicond ,-0.3592,4530,Semiconductors & Semiconductor Equipment
1093,LSI,Life Storage ,-0.0503,6010,Real Estate
1094,LSTR,Landstar System ,-0.1917,2030,Transportation
1095,LSXMK,Liberty Srs XM CS C ,-0.1088,5020,
1096,LTC,Ltc Properties ,0.0773,6010,Real Estate
1097,LULU,Lululemon Athletica ,-0.0017,2520,Consumer Durables & Apparel
1098,LUNA,Luna Innovations Inc ,-0.2607,4520,Technology Hardware & Equipment
1099,LUV,Southwest Airlines Company ,0.0915,2030,Transportation
1100,LVS,Las Vegas Sands ,-0.0181,2530,Consumer Services
1101,LW,Lamb Weston Holdings Inc ,0.0841,3020,"Food, Beverage & Tobacco"
1102,LXP,Lxp Industrial Trust ,-0.1492,6010,Real Estate
1103,LYB,Lyondellbasell Industries NV ,0.1664,1510,Materials
1104,LYV,Live Nation Entertainment ,-0.07,5020,
1105,LZB,La-Z-Boy Inc ,-0.2503,2520,Consumer Durables & Apparel
1106,M,Macy's Inc ,-0.0145,2550,Retailing
1107,MA,Mastercard Inc ,-0.0042,4510,Software & Services
1108,MAA,Mid-America Apartment Communities ,-0.1048,6010,Real Estate
1109,MAC,Macerich Company ,-0.1759,6010,Real Estate
1110,MAN,Manpower Inc ,-0.1013,2020,Commercial  & Professional Services
1111,MAN,Manpower Inc ,-0.1013,2020,Commercial  & Professional Services
1112,MANH,Manhattan Assoc ,-0.1215,4510,Software & Services
1113,MANT,Mantech Intl Cp A ,0.1497,2020,Commercial  & Professional Services
1114,MANT,Mantech Intl Cp A ,0.1497,2020,Commercial  & Professional Services
1115,MAR,Marriot Int Cl A ,0.0924,2530,Consumer Services
1116,MARA,Marathon Digital Hldgs Inc ,-0.3539,4510,Software & Services
1117,MAS,Masco Corp ,-0.2966,2010,Capital Goods
1118,MASI,Masimo Corp ,-0.5393,3510,Health Care Equipment & Services
1119,MAT,Mattel Inc ,0.0292,2520,Consumer Durables & Apparel
1120,MATW,Matthews Intl Corp ,-0.174,2020,Commercial  & Professional Services
1121,MATW,Matthews Intl Corp ,-0.174,2020,Commercial  & Professional Services
1122,MATX,Matson Inc ,-0.0289,2030,Transportation
1123,MBI,MBIA Inc ,-0.1374,4030,Insurance
1124,MBUU,Malibu Boats Inc ,-0.2404,2520,Consumer Durables & Apparel
1125,MBWM,Mercantile Bank Corp ,-0.02,4010,Banks
1126,MC,Moelis ,-0.2777,4020,Diversified Financials
1127,MCD,McDonald's Corp ,-0.0655,2530,Consumer Services
1128,MCFT,Mcbc Holdings ,-0.1779,2520,Consumer Durables & Apparel
1129,MCHP,Microchip Technology ,-0.2509,4530,Semiconductors & Semiconductor Equipment
