,Ticker,Name ,RetYTD,ggroup,Industry
1511,RICK,RCI Hospitality Hold ,-0.1846,2530,Consumer Services
1512,RIGL,Rigel Pharmaceuticals ,0.1208,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1513,RILY,B. Riley Financl ,-0.3594,4020,Diversified Financials
1514,RJF,Raymond James Financial ,0.1135,4020,Diversified Financials
1515,RL,Ralph Lauren Corp ,-0.087,2520,Consumer Durables & Apparel
1516,RLGY,Realogy Holdings Corp ,-0.2076,6010,Real Estate
1517,RLI,Rli Corp ,-0.0269,4030,Insurance
1518,RLJ,Rlj Lodging Trust ,0.0136,6010,Real Estate
1519,RM,Regional Managment Corp ,-0.165,4020,Diversified Financials
1520,RMAX,Re/Max Holdings Inc ,-0.1341,6010,Real Estate
1521,RMBS,Rambus Inc ,-0.1191,4530,Semiconductors & Semiconductor Equipment
1522,RMD,Resmed Inc ,-0.1009,3510,Health Care Equipment & Services
1523,RMR,The Rmr Grp A ,-0.1321,6010,Real Estate
1524,RNG,Ringcentral Inc ,-0.4309,4510,Software & Services
1525,ROG,Rogers Corp ,-0.0012,4520,Technology Hardware & Equipment
1526,ROIC,Retail Opp Invts Cp ,-0.0071,6010,Real Estate
1527,ROK,Rockwell Automation Inc ,-0.2499,2010,Capital Goods
1528,ROL,Rollins Inc ,0.0202,2020,Commercial  & Professional Services
1529,ROL,Rollins Inc ,0.0202,2020,Commercial  & Professional Services
1530,ROP,Roper Industries ,-0.0624,2010,Capital Goods
1531,ROST,Ross Stores Inc ,-0.098,2550,Retailing
1532,RPM,RPM International Inc ,-0.1446,1510,Materials
1533,RUN,Sunrun Inc ,-0.2752,2010,Capital Goods
1534,RUSHA,Rush Entpr Cl A ,-0.133,2010,Capital Goods
1535,RUTH,Ruth's Hospitality ,0.0628,2530,Consumer Services
1536,RVNC,Revance Therapeutics ,0.1397,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1537,RYI,Ryerson Holding Corp ,0.5739,1510,Materials
1538,SABR,Sabre Corp ,0.2794,4510,Software & Services
1539,SAFM,Sanderson Farms IN ,-0.0102,3020,"Food, Beverage & Tobacco"
1540,SAFT,Safety Ins Group Inc ,0.0612,4030,Insurance
1541,SAGE,Sage Therapeutic Com ,-0.1714,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1542,SAH,Sonic Automotive ,-0.1234,2550,Retailing
1543,SAIA,Saia Inc ,-0.4074,2030,Transportation
1544,SAIC,Science Applications International ,0.0483,2020,Commercial  & Professional Services
1545,SAIC,Science Applications International ,0.0483,2020,Commercial  & Professional Services
1546,SANM,Sanmina Corp ,-0.0545,4520,Technology Hardware & Equipment
1547,SASR,Sandy Spring Bancorp ,-0.105,4010,Banks
1548,SAVE,Spirit Airlines Inc ,0.1497,2030,Transportation
1549,SBAC,SBA Communications ,-0.0865,6010,Real Estate
1550,SBCF,Seacoast Banking Cp ,-0.0712,4010,Banks
1551,SBGI,Sinclair Brdcst A ,-0.1347,5020,
1552,SBH,Sally Beauty Holdings ,-0.1371,2550,Retailing
1553,SBNY,Signature Bank ,-0.1779,4010,Banks
1554,SBRA,Sabra REIT ,-0.0428,6010,Real Estate
1555,SBSI,Southside Bancshares ,-0.0617,4010,Banks
1556,SBUX,Starbucks Corp ,-0.3203,2530,Consumer Services
1557,SCCO,Southern Copper Corp ,0.1795,1510,Materials
1558,SCHL,Scholastic Cp ,-0.0068,5020,
1559,SCHN,Schnitzer Steel A ,0.0528,1510,Materials
1560,SCHW,The Charles Schwab Corp ,-0.0161,4020,Diversified Financials
1561,SCI,Service Corp International ,-0.0087,2530,Consumer Services
1562,SCL,Stepan Company ,-0.199,1510,Materials
1563,SCS,Steelcase Inc ,-0.0222,2020,Commercial  & Professional Services
1564,SCS,Steelcase Inc ,-0.0222,2020,Commercial  & Professional Services
1565,SCSC,Scansource Inc ,-0.0368,4520,Technology Hardware & Equipment
1566,SCVL,Shoe Carnival Inc ,-0.1968,2550,Retailing
1567,SEAS,Seaworld Entertainment Inc Company ,0.1267,2530,Consumer Services
1568,SEB,Seaboard Corp ,0.0667,3020,"Food, Beverage & Tobacco"
1569,SEE,Sealed Air Corp ,-0.0007,1510,Materials
1570,SEIC,Sei Investments Company ,-0.0546,4020,Diversified Financials
1571,SELB,Selecta Biosciences ,-0.684,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1572,SEM,Select Medical Holdings Corp ,-0.1616,3510,Health Care Equipment & Services
1573,SENEA,Seneca Foods Cp A ,0.1512,3020,"Food, Beverage & Tobacco"
1574,SENS,Senseonics Holdings ,-0.3558,3510,Health Care Equipment & Services
1575,SF,Stifel Financial Corp ,-0.0726,4020,Diversified Financials
1576,SFBS,Servisfirst Bancs ,-0.0217,4010,Banks
1577,SFL,Ship Finance International ,0.3117,1010,Energy
1578,SFM,Sprouts Farmers Market ,0.0815,3010,Food & Staples Retailing
1579,SFNC,Simmons First Natl ,-0.1589,4010,Banks
1580,SFST,Southern First Bancs ,-0.2304,4010,Banks
1581,SGEN,Seagen Inc ,-0.0316,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1582,SGMO,Sangamo Therapeutics ,-0.2987,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1583,SGMS,Scientific Games ,-0.1083,2530,Consumer Services
1584,SGRY,Surgery Partners CS ,0.0457,3510,Health Care Equipment & Services
1585,SHAK,Shake Shack Inc ,-0.1404,2530,Consumer Services
1586,SHEN,Shenandoah Telecom ,-0.0678,5010,Telecommunication Services
1587,SHO,Sunstone Hotel Investors ,0.0153,6010,Real Estate
1588,SHOO,Steven Maddens Ltd ,-0.1214,2520,Consumer Durables & Apparel
1589,SHW,Sherwin-Williams Company ,-0.2819,1510,Materials
1590,SIEN,Sientra Inc ,-0.4578,3510,Health Care Equipment & Services
1591,SIG,Signet Jewelers Ltd ,-0.1089,2550,Retailing
1592,SIGI,Selective Ins Group ,0.047,4030,Insurance
1593,SIRI,Sirius XM Holdings ,0.0173,5020,
1594,SITE,Siteone Landscape Supply ,-0.3933,2010,Capital Goods
1595,SIVB,Svb Financial Group ,-0.2524,4010,Banks
1596,SIX,Six Flags Entertainment Corp ,-0.0284,2530,Consumer Services
1597,SJI,South Jersey Industries ,0.3231,5510,Utilities
1598,SJW,SJW Corp ,-0.128,5510,Utilities
1599,SKT,Tanger Factory Outlet Centers ,-0.096,6010,Real Estate
1600,SKX,Skechers U.S.A. ,-0.0836,2520,Consumer Durables & Apparel
1601,SKY,Skyline Corp ,-0.3496,2520,Consumer Durables & Apparel
1602,SKYW,Skywest Inc ,-0.2491,2030,Transportation
1603,SLAB,Silicon Labs Inc ,-0.357,4530,Semiconductors & Semiconductor Equipment
1604,SLB,Schlumberger N.V. ,0.4441,1010,Energy
1605,SLCA,U.S. Silica Holdings Inc ,1.1734,1010,Energy
1606,SLG,SL Green Realty Corp ,0.0423,6010,Real Estate
1607,SLGN,Silgan Holdings ,0.0607,1510,Materials
1608,SLM,SLM Corp ,-0.1454,4020,Diversified Financials
1609,SLP,Simulations Plus Inc ,0.0767,3510,Health Care Equipment & Services
1610,SM,Sm Energy Company ,0.4026,1010,Energy
1611,SMBC,Southern MO Bancorp ,-0.1236,4010,Banks
1612,SMBK,Smartfinancial Inc ,-0.087,4010,Banks
1613,SMG,Scotts Miracle-Gro Company ,-0.2932,1510,Materials
1614,SMP,Standard Motor Products ,-0.1955,2510,Automobiles & Components
1615,SMTC,Semtech Corp ,-0.3047,4530,Semiconductors & Semiconductor Equipment
1616,SNA,Snap-On Inc ,-0.0196,2010,Capital Goods
1617,SNDX,Syndax Pharma ,-0.1713,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1618,SNPS,Synopsys Inc ,-0.2001,4510,Software & Services
1619,SNV,Synovus Financial Corp ,-0.0495,4010,Banks
1620,SNX,Synnex Corp ,-0.1187,4520,Technology Hardware & Equipment
1621,SO,Southern Company ,0.108,5510,Utilities
1622,SON,Sonoco Products Company ,0.0981,1510,Materials
1623,SP,SP Plus Corp ,0.0606,2020,Commercial  & Professional Services
1624,SP,SP Plus Corp ,0.0606,2020,Commercial  & Professional Services
1625,SPG,Simon Property Group ,-0.1996,6010,Real Estate
1626,SPGI,S&P Global Inc ,-0.1787,4020,Diversified Financials
1627,SPLK,Splunk Inc ,0.1905,4510,Software & Services
1628,SPNE,Seaspine Holdings ,-0.2115,3510,Health Care Equipment & Services
1629,SPNS,Sapiens Intl Cp NV ,-0.2697,4510,Software & Services
1630,SPPI,Spectrum Pharma Inc ,-0.2361,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1631,SPR,Spirit Aerosystems Holdings ,0.0729,2010,Capital Goods
1632,SPSC,Sps Commerce Inc ,-0.1245,4510,Software & Services
1633,SPTN,Spartannash Company ,0.3455,3010,Food & Staples Retailing
1634,SPWH,Sportsman's Wareh ,-0.0941,2550,Retailing
1635,SPWR,Sunpower Corp ,-0.0225,4530,Semiconductors & Semiconductor Equipment
1636,SPXC,SPX Corp ,-0.2505,2010,Capital Goods
1637,SR,Spire Inc ,0.1575,5510,Utilities
1638,SRC,Spirit Realty Capital Inc ,-0.0452,6010,Real Estate
1639,SRCL,Stericycle Inc ,-0.0714,2020,Commercial  & Professional Services
1640,SRCL,Stericycle Inc ,-0.0714,2020,Commercial  & Professional Services
1641,SRDX,Surmodics Inc ,-0.1184,3510,Health Care Equipment & Services
1642,SRE,Sempra ,0.2946,5510,Utilities
1643,SRG,Seritage Growth Properties ,-0.1002,6010,Real Estate
1644,SRI,Stoneridge Inc ,-0.0096,2510,Automobiles & Components
1645,SRNE,Sorrento Therpt ,-0.5935,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1646,SRPT,Sarepta Therapeutics ,-0.0955,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1647,SSB,Southstate Corp ,-0.0292,4010,Banks
1648,SSD,Simpson Manufacturing Company ,-0.2431,2010,Capital Goods
1649,SSNC,SS&C Technologies ,-0.133,4510,Software & Services
1650,SSTK,Shutterstock Inc ,-0.265,2550,Retailing
1651,ST,Sensata Technologies Holding N.V. ,-0.2318,2010,Capital Goods
1652,STAA,Staar Surgical Company ,-0.3221,3510,Health Care Equipment & Services
1653,STAG,Stag Industrial Inc ,-0.1678,6010,Real Estate
1654,STBA,S&T Bancorp Inc ,-0.1129,4010,Banks
1655,STC,Stewart Information Services Corp ,-0.3484,4030,Insurance
1656,STE,Steris Corp ,0.0043,3510,Health Care Equipment & Services
1657,STLD,Steel Dynamics Inc ,0.4229,1510,Materials
1658,STNG,Scorpio Tankers Inc ,0.7721,1010,Energy
1659,STOR,Store Capital Corp ,-0.1346,6010,Real Estate
1660,STRA,Strayer Education ,0.25,2530,Consumer Services
1661,STRL,Sterling Constructio ,0.0042,2010,Capital Goods
1662,STT,State Street Corp ,-0.1848,4020,Diversified Financials
1663,STWD,Starwood Property Trust ,-0.0037,4020,Diversified Financials
1664,SUI,Sun Communities ,-0.1162,6010,Real Estate
1665,SUM,Summit Materials Inc ,-0.2775,1510,Materials
1666,SWK,Stanley Black & Decker Inc ,-0.2561,2010,Capital Goods
1667,SWKS,Skyworks Solutions ,-0.2411,4530,Semiconductors & Semiconductor Equipment
1668,SWM,Schweitzer-Mauduit International ,-0.1247,1510,Materials
1669,SWN,Southwestern Energy Company ,0.7575,1010,Energy
1670,SWX,Southwest Gas Corp ,0.192,5510,Utilities
1671,SXC,Suncoke Energy Inc ,0.4492,1510,Materials
1672,SXI,Standex International Corp ,-0.115,2010,Capital Goods
1673,SXT,Sensient Technologies Corp ,-0.1761,1510,Materials
1674,SYBT,Stock Yards Bancorp ,-0.1835,4010,Banks
1675,SYF,Synchrony Financial ,-0.1873,4020,Diversified Financials
1676,SYK,Stryker Corp ,-0.0214,3510,Health Care Equipment & Services
1677,SYNA,Synaptics Inc ,-0.4721,4530,Semiconductors & Semiconductor Equipment
1678,SYRS,Syros Pharmaceuticals ,-0.722,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1679,SYY,Sysco Corp ,0.0983,3010,Food & Staples Retailing
1680,TA,Travelcenters of America Llc ,-0.247,2550,Retailing
1681,TBBK,The Bancorp Inc ,-0.0032,4010,Banks
1682,TBI,Trueblue Inc ,0.0202,2020,Commercial  & Professional Services
1683,TBI,Trueblue Inc ,0.0202,2020,Commercial  & Professional Services
1684,TBK,Triumph Bancorp ,-0.3639,4010,Banks
1685,TBPH,Theravance Bio Ord ,-0.1014,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1686,TCBI,Texas Capital Bncsh ,-0.0767,4010,Banks
1687,TCBK,Trico Bancshares ,-0.0992,4010,Banks
1688,TCMD,Tactile Systems Technology Inc ,-0.0037,3510,Health Care Equipment & Services
1689,TCS,The Container Store Group Inc ,-0.1703,2550,Retailing
1690,TCX,Tucows Inc Cl A ,-0.2225,4510,Software & Services
1691,TDC,Teradata Corp ,0.0756,4510,Software & Services
1692,TDG,Transdigm Group Inc ,0.0035,2010,Capital Goods
1693,TDOC,Teladoc Health Inc ,-0.2901,3510,Health Care Equipment & Services
1694,TDS,Telephone and Data Systems ,0.0228,5010,Telecommunication Services
1695,TDW,Tidewater Inc ,1.1363,1010,Energy
1696,TDY,Teledyne Technologies Inc ,0.0992,4520,Technology Hardware & Equipment
1697,TEN,Tenneco Automotive ,0.5973,2510,Automobiles & Components
1698,TER,Teradyne Inc ,-0.3517,4530,Semiconductors & Semiconductor Equipment
1699,TEX,Terex Corp ,-0.208,2010,Capital Goods
1700,TFSL,Tfs Financial Corp ,-0.141,4010,Banks
1701,TFX,Teleflex Inc ,0.0248,3510,Health Care Equipment & Services
1702,TG,Tredegar Corp ,0.0508,1510,Materials
1703,TGH,Textainer Group Holdings ,-0.0182,2010,Capital Goods
1704,TGI,Triumph Group ,0.374,2010,Capital Goods
1705,TGNA,Tegna Inc ,0.2091,5020,
1706,TGT,Target Corp ,0.0249,2550,Retailing
1707,TGTX,Tg Therapeuticscmn ,-0.5342,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1708,THC,Tenet Healthcare Corp ,0.0405,3510,Health Care Equipment & Services
1709,THG,The Hanover Insurance Group ,0.1492,4030,Insurance
1710,THO,Thor Industries ,-0.2292,2510,Automobiles & Components
1711,THR,Thermon Group Holdings Inc ,-0.0626,2010,Capital Goods
1712,THS,Treehouse Foods ,-0.168,3020,"Food, Beverage & Tobacco"
1713,TIPT,Tiptree Fncl Cl A ,-0.1179,4030,Insurance
1714,TITN,Titan Machinery Inc ,-0.2312,2010,Capital Goods
1715,TJX,TJX Companies ,-0.174,2550,Retailing
1716,TKR,Timken Company ,-0.1491,2010,Capital Goods
1717,TLYS,Tilly's Inc ,-0.4395,2550,Retailing
1718,TMHC,Taylor Morrison Home Corp ,-0.2326,2520,Consumer Durables & Apparel
1719,TMO,Thermo Fisher Scientific Inc ,-0.1474,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1720,TMP,Tompkinstrustco ,-0.0794,4010,Banks
1721,TMST,Timken Steel Corp ,0.3739,1510,Materials
1722,TMUS,T-Mobile US ,0.1464,5010,Telecommunication Services
1723,TNC,Tennant Company ,-0.1204,2010,Capital Goods
1724,TNDM,Tandem Diabetes Care ,-0.2339,3510,Health Care Equipment & Services
1725,TNET,Trinet Group Inc ,0.0078,2020,Commercial  & Professional Services
1726,TNET,Trinet Group Inc ,0.0078,2020,Commercial  & Professional Services
1727,TNXP,Tonix Pharm Holdings ,-0.4747,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1728,TOL,Toll Brothers Inc ,-0.3621,2520,Consumer Durables & Apparel
1729,TOWN,Towne Bank ,-0.0823,4010,Banks
1730,TPB,Turning Point Brands ,-0.1795,3020,"Food, Beverage & Tobacco"
1731,TPC,Tutor Perini Corp ,-0.1665,2010,Capital Goods
1732,TPH,Tri Pointe Homes Inc ,-0.2858,2520,Consumer Durables & Apparel
1733,TPIC,Tpi Composites Inc ,-0.1397,2010,Capital Goods
1734,TPX,Tempur-Pedic International Inc ,-0.3915,2520,Consumer Durables & Apparel
1735,TR,Tootsie Roll Industries ,0.005,3020,"Food, Beverage & Tobacco"
1736,TRC,Tejon Ranch Company ,0.0058,6010,Real Estate
1737,TREX,Trex Company ,-0.5483,2010,Capital Goods
1738,TRGP,Targa Resources ,0.5054,1010,Energy
1739,TRHC,Tabula Rasa Healthcare Inc ,-0.7033,3510,Health Care Equipment & Services
1740,TRIP,Tripadvisor Inc ,-0.0158,5020,
1741,TRMB,Trimble Navigation ,-0.2262,4520,Technology Hardware & Equipment
1742,TRMK,Trustmark Corp ,-0.0878,4010,Banks
1743,TRN,Trinity Industries ,0.051,2010,Capital Goods
1744,TRNO,Terreno Realty Corp ,-0.1327,6010,Real Estate
1745,TRNS,Transcat Inc ,-0.1611,2010,Capital Goods
1746,TROW,T Rowe Price Group ,-0.2933,4020,Diversified Financials
1747,TROX,Tronox Inc ,-0.1993,1510,Materials
1748,TRS,Trimas Corp ,-0.1538,1510,Materials
1749,TRST,Trustco Bank Corp NY ,-0.0763,4010,Banks
1750,TRTN,Triton International Ltd ,0.0281,2010,Capital Goods
1751,TRU,Transunion ,-0.2099,2020,Commercial  & Professional Services
1752,TRU,Transunion ,-0.2099,2020,Commercial  & Professional Services
1753,TRUP,Trupanion Inc ,-0.386,4030,Insurance
1754,TRV,The Travelers Companies Inc ,0.1778,4030,Insurance
1755,TSC,Tristate Capital Holdings ,0.1206,4010,Banks
1756,TSCO,Tractor Supply Company ,-0.0435,2550,Retailing
1757,TSLA,Tesla Inc ,-0.0679,2510,Automobiles & Components
1758,TSN,Tyson Foods ,0.0951,3020,"Food, Beverage & Tobacco"
1759,TTC,Toro Company ,-0.1654,2010,Capital Goods
1760,TTD,Trade Desk Inc ,-0.3062,4510,Software & Services
1761,TTEC,Teletech Hlds ,-0.1089,4510,Software & Services
1762,TTEK,Tetra Tech Inc ,-0.1241,2020,Commercial  & Professional Services
1763,TTEK,Tetra Tech Inc ,-0.1241,2020,Commercial  & Professional Services
1764,TTGT,Techtarget Inc ,-0.2248,5020,
1765,TTI,Tetra Technologies ,0.4894,1010,Energy
1766,TTMI,TTM Technologies ,-0.0872,4520,Technology Hardware & Equipment
1767,TTWO,Take-Two Interactive ,-0.2237,5020,
1768,TUP,Tupperware Corp ,0.3048,2520,Consumer Durables & Apparel
1769,TVTY,Tivity Health ,0.2201,3510,Health Care Equipment & Services
1770,TWI,Titan International ,0.354,2010,Capital Goods
1771,TWLO,Twilio ,-0.4794,4510,Software & Services
1772,TWO,Two Harbors Invt Corp ,-0.1092,4020,Diversified Financials
1773,TWTR,Twitter Inc ,0.043,5020,
1774,TXMD,Therapeuticsmd Inc ,-0.184,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1775,TXN,Texas Instruments ,-0.0786,4530,Semiconductors & Semiconductor Equipment
1776,TXRH,Texas Roadhouse Inc ,-0.0833,2530,Consumer Services
1777,TXT,Textron Inc ,-0.1108,2010,Capital Goods
1778,TYL,Tyler Technologies ,-0.2475,4510,Software & Services
1779,UAA,Under Armour ,-0.2421,2520,Consumer Durables & Apparel
1780,UAL,United Airlines Holdings Inc ,0.0308,2030,Transportation
1781,UBA,Urstadt Biddle Properties Inc ,-0.1404,6010,Real Estate
1782,UBSI,United Bkshs Inc ,-0.0582,4010,Banks
1783,UCBI,United Comm Banks ,-0.1363,4010,Banks
1784,UCTT,Ultra Clean Holdings ,-0.4116,4530,Semiconductors & Semiconductor Equipment
1785,UDR,United Dominion Realty Trust ,-0.0402,6010,Real Estate
1786,UE,Urban Edge Properties ,0.01,6010,Real Estate
1787,UEC,Uranium Energy ,0.9104,1010,Energy
1788,UEIC,Universal Elect IN ,-0.2667,2520,Consumer Durables & Apparel
1789,UFCS,United Fire Group ,0.276,4030,Insurance
1790,UFPI,Universal Forest Prd ,-0.204,2010,Capital Goods
1791,UFPT,U F P Tech Inc ,0.0376,3510,Health Care Equipment & Services
1792,UGI,Ugi Corp ,-0.2217,5510,Utilities
1793,UHS,Universal Health Services ,0.1657,3510,Health Care Equipment & Services
1794,UHT,Universal Health Realty Income Trust ,-0.016,6010,Real Estate
1795,UIS,Unisys Corp ,-0.0992,4510,Software & Services
1796,ULTA,Ulta Beauty Inc ,0.008,2550,Retailing
1797,UMBF,Ump Financial Corp ,-0.1219,4010,Banks
1798,UMH,Umh Properties ,-0.1186,6010,Real Estate
1799,UMPQ,Umpqua Holdings Corp ,-0.0722,4010,Banks
1800,UNF,Unifirst Corp ,-0.1851,2020,Commercial  & Professional Services
1801,UNF,Unifirst Corp ,-0.1851,2020,Commercial  & Professional Services
1802,UNFI,United Nat Foods ,-0.0982,3010,Food & Staples Retailing
1803,UNH,Unitedhealth Group Inc ,0.0651,3510,Health Care Equipment & Services
1804,UNM,Unumprovident Corp ,0.3333,4030,Insurance
1805,UNP,Union Pacific Corp ,-0.0227,2030,Transportation
1806,UNVR,Univar Inc ,0.0864,2010,Capital Goods
1807,UPLD,Upland Software Inc ,-0.1003,4510,Software & Services
1808,UPS,United Parcel Service ,-0.1228,2030,Transportation
1809,URBN,Urban Outfitters Inc ,-0.1124,2550,Retailing
1810,URG,Ur Energy Inc ,0.5082,1010,Energy
1811,URI,United Rentals ,-0.0037,2010,Capital Goods
1812,USB,U.S. Bancorp ,-0.0616,4010,Banks
1813,USFD,US Foods Holding ,0.0488,3010,Food & Staples Retailing
1814,USM,United States Cellular Corp ,0.0251,5010,Telecommunication Services
1815,USNA,Usana Health Sciences Inc ,-0.1886,3030,Household & Personal Products
1816,USPH,U.S. Physical Therapy ,0.1183,3510,Health Care Equipment & Services
1817,UTHR,United Therapeutic ,-0.1119,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1818,UTL,Unitil Corp ,0.1109,5510,Utilities
1819,UTMD,Utah Medical Prod ,-0.1116,3510,Health Care Equipment & Services
1820,UVE,Universal Insurance Holdings Inc ,-0.2624,4030,Insurance
1821,UVSP,Univest Corp of Penn ,-0.1644,4010,Banks
1822,UVV,Universal Corp ,0.0739,3020,"Food, Beverage & Tobacco"
1823,V,Visa Inc ,-0.0181,4510,Software & Services
1824,VBIV,Vbi Vaccines Inc CS ,-0.3376,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1825,VBTX,Veritex Holdings ,-0.1302,4010,Banks
1826,VC,Visteon Corp ,-0.1493,2510,Automobiles & Components
1827,VCEL,Vericel Corproation ,-0.0646,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1828,VCYT,Veracyte Inc ,-0.4138,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1829,VEC,Vectrus Inc ,-0.1405,2010,Capital Goods
1830,VECO,Veeco Instrument ,-0.1626,4530,Semiconductors & Semiconductor Equipment
1831,VEEV,Veeva Systems Inc ,-0.2506,3510,Health Care Equipment & Services
1832,VFC,V.F. Corp ,-0.2325,2520,Consumer Durables & Apparel
1833,VG,Vonage Holdings ,-0.0303,4510,Software & Services
1834,VGR,Vector Group Ltd ,0.1159,3020,"Food, Beverage & Tobacco"
1835,VIAV,Viavi Solutions ,-0.1663,4520,Technology Hardware & Equipment
1836,VICR,Vicor Cp ,-0.5242,2010,Capital Goods
1837,VIRT,Virtu Financial Cm A ,0.2882,4020,Diversified Financials
1838,VKTX,Viking Thera ,-0.4,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1839,VLO,Valero Energy Corp ,0.3961,1010,Energy
1840,VLY,Valley National Bancorp ,-0.1011,4010,Banks
1841,VMC,Vulcan Materials Company ,-0.1581,1510,Materials
1842,VMI,Valmont Industries ,-0.0391,2010,Capital Goods
1843,VMW,Vmware Inc ,-0.0186,4510,Software & Services
1844,VNDA,Vanda Pharmaceuticals ,-0.276,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1845,VNO,Vornado Realty Trust ,-0.0105,6010,Real Estate
1846,VOYA,VOYA Financial Inc ,0.0189,4020,Diversified Financials
1847,VPG,Vishay Precision Group ,-0.1463,4520,Technology Hardware & Equipment
1848,VRAY,Viewray Inc ,-0.3684,3510,Health Care Equipment & Services
1849,VREX,Varex Imaging Corp ,-0.3429,3510,Health Care Equipment & Services
1850,VRNS,Varonis Systems Inc ,0.017,4510,Software & Services
1851,VRNT,Verint Systems Inc ,0.0099,4510,Software & Services
1852,VRSK,Verisk Analytics Inc ,-0.0675,2020,Commercial  & Professional Services
1853,VRSK,Verisk Analytics Inc ,-0.0675,2020,Commercial  & Professional Services
1854,VRSN,Verisign Inc ,-0.1514,4510,Software & Services
1855,VRTS,Virtus Inv Partners ,-0.3167,4020,Diversified Financials
1856,VRTV,Veritiv Corp ,0.1261,2010,Capital Goods
1857,VRTX,Vertex Pharmaceutic ,0.3113,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1858,VSAT,Viasat Inc ,0.0406,4520,Technology Hardware & Equipment
1859,VSEC,V S E Cp ,-0.3105,2020,Commercial  & Professional Services
1860,VSEC,V S E Cp ,-0.3105,2020,Commercial  & Professional Services
1861,VSH,Vishay Intertechnology ,-0.171,4520,Technology Hardware & Equipment
1862,VSTO,Vista Outdoor Inc ,-0.2138,2520,Consumer Durables & Apparel
1863,VTGN,Vistagen Therap. Com ,-0.1692,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1864,VTR,Ventas Inc ,0.1868,6010,Real Estate
1865,VUZI,Vuzix Corp ,-0.3633,2520,Consumer Durables & Apparel
1866,VVI,Viad Corp ,-0.1912,2020,Commercial  & Professional Services
1867,VVI,Viad Corp ,-0.1912,2020,Commercial  & Professional Services
1868,VVV,Valvoline Inc ,-0.1805,1510,Materials
1869,VZ,Verizon Communications Inc ,0.036,5010,Telecommunication Services
1870,W,Wayfair Inc ,-0.4303,2550,Retailing
1871,WAB,Wabtec Corp ,-0.0319,2010,Capital Goods
1872,WABC,Westamerica Bancorp ,0.0227,4010,Banks
1873,WAFD,Washington Federal ,-0.0554,4010,Banks
1874,WAL,Western Alliance Bancorp ,-0.2972,4010,Banks
1875,WASH,Washington TR Bncorp ,-0.1346,4010,Banks
1876,WAT,Waters Corp ,-0.2072,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1877,WBA,Walgreens Boots Alliance ,-0.1409,3010,Food & Staples Retailing
1878,WBS,Webster Financial Corp ,-0.0963,4010,Banks
1879,WCC,Wesco International ,-0.0638,2010,Capital Goods
1880,WD,Walker & Dunlop ,-0.1363,4010,Banks
1881,WDAY,Workday Inc ,-0.1776,4510,Software & Services
1882,WDC,Western Digital Cp ,-0.2894,4520,Technology Hardware & Equipment
1883,WDFC,W D 40 Company ,-0.2265,3030,Household & Personal Products
1884,WEC,Wisconsin Energy Corp ,0.063,5510,Utilities
1885,WEN,Wendys Company ,-0.1241,2530,Consumer Services
1886,WERN,Werner Enterprise ,-0.2188,2030,Transportation
1887,WETF,Wisdomtree Investments Inc ,-0.0016,4020,Diversified Financials
1888,WEX,Wex Inc ,0.2356,4510,Software & Services
1889,WFC,Wells Fargo & Company ,-0.034,4010,Banks
1890,WGO,Winnebago Industries ,-0.2539,2510,Automobiles & Components
1891,WHR,Whirlpool Corp ,-0.2732,2520,Consumer Durables & Apparel
1892,WINA,Winmark Corp ,-0.1041,2550,Retailing
1893,WING,Wingstop Inc ,-0.4102,2530,Consumer Services
1894,WIX,Wix.com Ltd ,-0.4313,4510,Software & Services
1895,WK,Workiva Llc ,-0.169,4510,Software & Services
1896,WKHS,Workhorse Grp ,-0.1812,2510,Automobiles & Components
1897,WLDN,Willdan Group Inc ,-0.2,2020,Commercial  & Professional Services
1898,WLDN,Willdan Group Inc ,-0.2,2020,Commercial  & Professional Services
1899,WLK,Westlake Corp ,0.2613,1510,Materials
1900,WLL,Whiting Petroleum Corp ,0.2896,1010,Energy
