gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,csho,dltt,dt,ebit,ebitda,icapt,lct,lt,ni,re,sale,xad,costat,prcc_c,mkvalt
160598,20210930,2021,INDL,C,D,STD,BECN,USD,2668.7,5554.5,1742.8,70.1,1948.7,2052.2,473.3,633.3,4090.7,1463.1,3412.5,-45.5,597.1,6642,,A,57.35,3347.976
160621,20211231,2021,INDL,C,D,STD,SFL,USD,250.316,3459.297,982.327,138.551,2059.441,2413.414,206.082,344.412,3041.768,400.316,2476.97,164.343,-101.914,513.396,,A,8.15,1129.1907
160668,20211231,2021,INDL,C,D,STD,INVA,USD,313.673,926.395,414.743,69.566,394.653,394.653,375.103,375.112,920.588,5.807,400.46,265.854,-390.787,391.866,,A,17.25,1200.0135
160681,20211231,2021,INDL,C,D,STD,HY,USD,1350,1970.1,357.1,16.827,318,426,-86.8,-40.6,700.9,1104.6,1587.2,-173,46.3,3075.7,9,A,41.1,691.5897
160684,20211231,2021,INDL,C,D,STD,WLK,USD,5263,18459,7955,127.916,5372,5747,2835,3562,13900,2344,9931,2015,7772,11778,,A,97.13,12424.4811
160706,20211231,2021,INDL,C,D,STD,DRH,USD,,2965.306,1515.166,210.747,1159.932,1175.828,-155.8,-155.574,2680.896,,1444.342,-194.584,-780.931,568.081,,A,9.61,2025.2787
160770,20211231,2021,INDL,C,D,STD,MRTX,USD,1507.983,1588.754,1397.038,55.357,45.879,47.22,-573.181,-571.4,1442.917,143.658,191.716,-581.784,-1702.954,72.092,,A,146.69,8120.3183
160776,20211231,2021,INDL,C,D,STD,SBNY,USD,,118445.427,7840.611,60.632,1158.626,,1425.011,1446.016,8999.244,,110604.809,918.441,4076.195,2311.273,,A,323.47,19612.633
160785,20211231,2021,INDL,C,D,STD,VVI,USD,197.616,1037.63,6.282,20.553,539.986,565.237,-57.723,-8.223,769.859,175.126,807.757,-92.655,-377.149,507.34,,A,42.79,879.4629
160888,20211231,2021,INDL,C,D,STD,MPWR,USD,1124.852,1585.825,1243.985,46.256,3.268,5.807,258.417,287.116,1247.253,226.944,341.84,242.023,440.759,1207.798,,A,493.33,22819.4725
160893,20210331,2020,INDL,C,D,STD,ENS,USD,1691.317,3462.797,1539.755,42.753,1012.581,1034.591,245.152,334.609,2556.157,676.988,1919.221,143.374,1548.513,2977.932,,A,83.06,3881.9724
160913,20211231,2021,INDL,C,D,STD,ORA,USD,601.932,4425.678,1854.999,56.056,1542.851,,186.573,373.522,3550.641,544.156,2417.888,62.092,583.018,663.084,,A,79.3,4445.2408
160990,20211231,2021,INDL,C,D,STD,CUBE,USD,,6548.079,2871.563,223.918,3263.178,3265.604,315.877,,6261.558,,3549.699,223.482,-1219.068,847.839,21,A,56.91,12743.1734
160991,20211231,2021,INDL,C,D,STD,DLR,USD,,36369.56,17272.878,284.415,14496.451,15178.987,751.933,,33020.233,,17845.778,1709.259,-3805.809,4485.806,,A,176.87,50304.4811
161048,20211231,2021,INDL,C,D,STD,ACC,USD,,7574.586,3117.378,138.972,3796.613,4006.336,173.654,,7097.898,,4273.301,35.489,-1574.312,945.103,15.9,A,57.29,7961.7059
161813,20211231,2021,INDL,C,D,STD,BXC,USD,945.167,1317.454,363.249,9.726,602.65,615.659,425.715,453.907,965.899,243.791,954.205,296.133,95.067,4277.178,,A,95.76,931.3618
161844,20211231,2021,INDL,C,D,STD,LVS,USD,5510,20059,1996,763.99,14875,14963,-603,494,17123,2565,17811,-961,-170,4293,31,A,37.64,28756.5836
161853,20210630,2021,INDL,C,D,STD,KRNY,USD,,7283.735,1042.944,76.205,293.703,,103.101,109.943,1336.647,,6240.791,63.233,414.511,255.016,2.161,A,13.25,910.6498
161997,20211231,2021,INDL,C,D,STD,HURN,USD,257.682,1119.349,571.9,21.87,286.534,297.235,67.22,92.709,858.434,205.184,547.449,62.987,293.836,926.958,4.3,A,49.9,1091.313
162127,20211231,2021,INDL,C,D,STD,CNSL,USD,427.815,3712.692,540.713,113.647,2137.925,2152.267,140.882,441.479,2974.301,285.545,2876.316,-107.085,-201.17,1282.233,18.8,A,7.48,850.0796
162129,20211231,2021,INDL,C,D,STD,MOS,USD,5325.3,22036.4,10604.1,368.732,3446.5,4102.8,2693.6,3540.3,14195,4787.4,11287.9,1630.6,10122.4,12357.4,,A,39.29,14487.4803
162146,20211231,2021,INDL,C,D,STD,CYRX,USD,693.516,1112.97,631.553,49.616,423.452,427.055,-13.423,6.824,1065.28,42.645,471.142,-275.528,-468.784,222.608,,A,59.17,2935.7787
162160,20211231,2021,INDL,C,D,STD,MPW,USD,,20519.801,8440.188,596.748,10500.318,11369.924,1067.172,,18945.989,,12074.13,656.021,-124.418,1573.157,,A,23.63,14101.1552
162254,20211231,2021,INDL,C,D,STD,CE,USD,3807,11975,4189,108.024,3376,3940,1988,2350,7913,2505,7438,1890,9348,8537,,A,168.06,18154.5134
162264,20211231,2021,INDL,C,D,STD,NP,USD,347,1081.7,316,16.779,471.2,481.7,69.4,109,787.2,175,765.7,-24.9,66.5,1028.5,2.1,A,46.28,776.5321
162293,20211231,2021,INDL,C,D,STD,INBK,USD,,4210.994,380.338,9.754,509.153,,62.261,71.036,889.491,,3830.656,48.114,161.392,164.204,3.261,A,47.04,458.8282
162335,20210331,2020,INDL,C,D,STD,PBH,USD,269.835,3429.273,1358.298,49.911,1506.175,1514.621,297.402,327.566,2864.473,122.138,2070.975,164.682,988.982,943.365,140.589,A,34.87,2200.0769
162354,20210930,2021,INDL,C,D,STD,DLB,USD,1760.498,3105.687,2597.979,101.073,56.715,72.118,340.759,436.619,2660.947,315.717,501.455,310.227,2597.879,1281.256,52.253,A,95.22,8894.424
162385,20211231,2021,INDL,C,D,STD,WEX,USD,5299.512,10306.828,1838.773,44.827,2776.411,2947.681,399.018,671.659,4869.29,4399.699,8213.949,0.137,1166.572,1850.542,20.6,A,140.39,6293.2625
162401,20211231,2021,INDL,C,D,STD,HUN,USD,3928,9392,4378,214.17,1908,1971,774,1063,6467,2051,4833,1045,1232,8453,,A,34.88,7470.2496
162404,20211231,2021,INDL,C,D,STD,LHCG,USD,433.142,2895.621,1566.242,30.634,739.885,777.515,194.882,215.799,2409.485,408.79,1226.021,115.728,751.025,2219.622,,A,137.23,4203.9038
162449,20211231,2021,INDL,C,D,STD,EXLS,USD,578.144,1282.904,693.156,33.291,68.735,347.379,159.742,208.874,761.891,495.686,589.748,114.758,666.663,1122.293,,A,144.77,4819.5381
162453,20211231,2021,INDL,C,D,STD,AMTX,USD,20.693,160.831,-120.239,33.461,214.005,244.568,-15.825,-10.377,93.767,65.33,281.069,-47.147,-325.577,211.949,,A,12.3,411.5703
162559,20211231,2021,INDL,C,D,STD,LAZ,USD,,7147.181,975.22,100.72,2237.749,2237.749,843.782,882.157,3890.713,,5494.217,528.064,1336.789,3291.91,,A,43.63,4394.4136
162887,20211231,2021,INDL,C,D,STD,DXCM,USD,3684.4,4863.6,2251.5,96.9,1858.3,1882.1,265.8,365.8,4109.8,720.8,2612.1,154.7,-46.9,2448.5,126.4,A,536.95,52030.455
162988,20210131,2020,INDL,C,D,STD,ZUMZ,USD,535.277,998.364,552.596,25.599,246.123,313.116,101.741,125.291,798.719,195.452,445.768,76.227,380.968,990.652,11.9,A,36.78,1102.8049
163036,20211231,2021,INDL,C,D,STD,BLDR,USD,3968.269,10714.343,4802.481,179.82,3301.411,3401.751,2513.324,3060.676,8103.892,2128.711,5911.862,1725.416,540.013,19893.856,,A,85.71,15412.3722
163051,20210131,2020,INDL,C,D,STD,CTRN,USD,244.442,494.593,163.634,9.877,145.828,192.811,31.933,51.192,309.462,182.845,330.959,23.978,209.918,783.294,1.6,A,49.68,582.743
163113,20211231,2021,INDL,C,D,STD,KOP,USD,628.1,1661.9,406.6,21.096,851.8,875.1,124.6,182.3,1262.6,285.7,1251.1,85.2,260.9,1678.6,,A,31.3,660.3048
163610,20211231,2021,INDL,C,D,STD,ICE,USD,154300,193502,22709,561,12649,13220,3551,4560,35397,153411,170754,4058,14154,9168,,A,136.77,76727.97
163678,20211231,2021,INDL,C,D,STD,EVRI,USD,552.638,1635.65,174.5,91.313,987.394,999.057,196.404,315.878,1161.894,471.794,1461.15,152.925,-143.21,660.385,2.6,A,21.35,1949.5326
163685,20211231,2021,INDL,C,D,STD,EGLE,USD,156.033,1126.658,671.266,12.917,331.526,397.054,260.238,305.1,1002.792,123.601,455.392,184.898,-311.609,594.538,,A,45.5,587.7235
163765,20211231,2021,INDL,C,D,STD,CPS,USD,994.897,2226.493,324.883,16.992,1073.364,1152.027,-147.229,-8.221,1404.724,597.615,1895.133,-322.835,-179.631,2330.191,0.443,A,22.41,380.7907
163884,20211231,2021,INDL,C,D,STD,FSP,USD,,1364.173,783.203,103.999,474.787,474.787,13.395,,1257.99,,580.97,92.717,-556.033,209.779,,A,5.95,618.7941
163889,20211231,2021,INDL,C,D,STD,ATRC,USD,196.076,615.312,483.756,46.016,73.891,75.647,-47.295,-36.854,557.647,56.445,131.556,50.199,-281.101,274.329,0.907,A,69.53,3199.4925
163891,20211231,2021,INDL,C,D,STD,RUTH,USD,146.194,535.979,135.211,33.503,262.666,279.672,50.391,70.878,397.877,135.415,400.768,42.275,65.952,429.123,2.7,A,19.9,666.7097
163920,20211231,2021,INDL,C,D,STD,WAL,USD,,55982.6,4668.1,106.631,1813.6,,1423,1456.7,6776.2,,51020,899.2,2788.7,2055.7,13.5,A,107.65,11478.8272
163924,20211231,2021,INDL,C,D,STD,JRVR,USD,,4948.55,725.362,37.373,379.155,379.155,-191.71,-186.995,1104.517,,4223.188,-172.799,-136.685,768.282,,A,28.81,1076.7161
163930,20211231,2021,INDL,C,D,STD,GNK,USD,174.83,1203.002,916.587,41.925,244.432,246.29,196.191,247.367,1161.107,41.895,286.327,182.007,-785.998,547.129,,A,16,670.8
163946,20211231,2021,INDL,C,D,STD,CF,USD,2593,12375,3206,207.576,3627,3716,2091,2970,9663,1432,6339,917,1831,6538,,A,70.78,14692.2293
163965,20211231,2021,INDL,C,D,STD,CTSO,USD,64.299,89.519,62.578,43.478,13.251,13.822,-22.401,-21.698,75.829,13.69,26.941,-24.559,-220.659,43.166,0.615,A,4.19,182.1728
163983,20211231,2021,INDL,C,D,STD,THS,USD,1255.8,5207,1845.4,55.8,2034.7,2088.1,165.5,379.4,3880.1,1076.2,3361.6,-12.5,-209.3,4327.6,10.6,A,40.53,2261.574
164086,20210630,2021,INDL,C,D,STD,CMPR,USD,528.498,2182.498,-449.399,26.036,1817.261,1886.021,135.35,308.562,1439.01,638.173,2560.749,-77.711,458.677,2592.513,333.665,A,71.61,2822.5628
164116,20211231,2021,INDL,C,D,STD,OFLX,USD,71.737,88.915,60.352,10.094,2.99,3.373,35.062,36.082,63.531,22.794,28.374,26.195,49.226,130.011,0.877,A,126.95,1281.4333
164363,20211231,2021,INDL,C,D,STD,TROX,USD,2049,5987,1994,153.935,2613,2657,587,896,4655,822,3945,286,-75,3572,,A,24.03,3699.0581
164365,20211231,2021,INDL,C,D,STD,WSBF,USD,,2215.858,432.773,24.795,476.265,,114.547,117.973,909.038,,1783.085,70.791,272.263,273.078,3.528,A,21.86,542.0187
164416,20211231,2021,INDL,C,D,STD,IRBT,USD,789.533,1184.429,716.723,27.006,43.462,49.682,0.845,34.154,760.185,395.683,467.706,30.39,493.8,1564.987,147.2,A,65.88,1779.1553
164494,20211231,2021,INDL,C,D,STD,SPR,USD,3806,7737.3,448.3,105.038,3821.5,3879.2,-408.4,-80.8,4270.3,1876,7288.5,-540.8,1757.7,3953,,A,43.09,4526.0874
164506,20211231,2021,INDL,C,D,STD,ACCO,USD,924.9,3091.3,864.8,95.818,1043.1,1101.1,181.6,267.3,1907.9,708.6,2226.5,101.9,-997.5,2025.3,117.4,A,8.26,791.4567
164572,20211231,2021,INDL,C,D,STD,AMSF,USD,,1402.724,399.323,19.364,0.395,0.395,79.449,80.466,399.718,,1003.401,65.756,204.029,315.934,0.2,A,53.83,1042.3641
164633,20211231,2021,INDL,C,D,STD,HOMB,USD,,18052.138,2765.721,163.699,813.502,,488.425,507.906,3579.223,,15286.417,319.021,1276.711,762.74,4.855,A,24.35,3986.0707
164652,20211231,2021,INDL,C,D,STD,BKD,USD,698.994,6410.467,697.402,186.958,4992.099,5226.017,-156.792,180.821,5691.722,631.954,5710.844,-99.29,-3410.474,2745.891,,A,5.16,964.7033
164660,20211231,2021,INDL,C,D,STD,CCO,USD,1134.521,5299.355,-3205.03,470.809,6894.705,7232.562,145.554,398.709,3700.735,1112.944,8493.325,-433.815,-6724.299,2241.118,,A,3.31,1558.3778
164708,20211231,2021,INDL,C,D,STD,AMP,USD,,175979,5685,110.861,4837,5337,3573,3751,10522,,170294,2760,17528,13443,,A,301.66,33442.3293
164755,20211231,2021,INDL,C,D,STD,CROX,USD,666.569,1545.068,14.082,58.33,920.627,963.559,689.426,721.402,934.709,388.243,1530.986,725.694,1202.202,2313.416,172.7,A,128.22,7479.0726
165051,20211231,2021,INDL,C,D,STD,SPWR,USD,1073.466,1554.806,388.389,173.052,462.823,474.976,17.79,29.18,852.847,509.596,1164.782,-37.358,-2111.044,1334.318,19.8,A,20.87,3611.5952
165052,20211231,2021,INDL,C,D,STD,UAA,USD,3336.299,4991.396,2088.994,476.262,1365.642,1504.306,524.823,666.023,3454.636,1450.176,2902.402,360.06,980.223,5683.466,649.2,A,21.19,9294.5346
165123,20211231,2021,INDL,C,D,STD,LDOS,USD,3619,13261,4291,140,5182,5425,1159,1484,9526,3229,8917,753,1868,13737,,A,88.9,12446
165262,20211231,2021,INDL,C,D,STD,DHT,USD,131.972,1609.362,1047.326,166.127,515.168,525.584,-19.563,109.076,1562.527,41.944,562.003,-11.521,-218.336,295.853,,A,5.19,862.1991
165264,20211231,2021,INDL,C,D,STD,FNF,USD,,60690,9414,283.779,6249,6957,3210,3826,15706,,51233,2422,5148,15643,,A,52.18,14807.5882
165637,20211231,2021,INDL,C,D,STD,URG,USD,48.623,120.839,69.386,216.783,11.078,12.34,-16.757,-12.437,80.464,6.224,51.453,-22.938,-198.973,0.016,,A,1.22,264.4753
165678,20211231,2021,INDL,C,D,STD,CPA,USD,1238.789,4248.261,1299.397,41.933,1333.765,1604.284,86.51,326.456,2633.162,1053.101,2948.864,43.844,1349.196,1489.141,,A,82.66,3466.1818
165746,20211231,2021,INDL,C,D,STD,LYV,USD,6684.093,14402.318,-582.651,224.675,6751.548,7460.517,-410.069,6.208,7115.015,6855.722,14038.851,-670.675,-3475.701,6268.447,278.9,A,119.69,26891.3508
165798,20210731,2021,INDL,C,D,STD,UEC,USD,75.045,169.541,151.455,236.797,0.305,10.801,-17.512,-17.119,151.76,13.269,18.086,-14.814,-290.773,0,,A,3.35,513.8495
165856,20211231,2021,INDL,C,D,STD,HEES,USD,,2080.447,303.382,36.142,1408.136,1416.194,125.234,384.445,1711.518,,1777.065,102.54,126.635,1062.797,1.1,A,44.27,1600.0063
165914,20211231,2021,INDL,C,D,STD,CMG,USD,1381.564,6652.958,2297.374,28.08,3301.601,3520.314,901.595,1156.252,5598.975,873.682,4355.584,652.984,3923.793,7547.061,222.091,A,1748.25,49090.86
165993,20211231,2021,INDL,C,D,STD,FIS,USD,10708,82931,47347,609,15203,16966,2213,6117,62735,14466,35399,417,3141,13877,,A,109.15,66472.35
166213,20210930,2021,INDL,C,D,STD,LQDT,USD,131.842,255.576,135.015,33.235,10.098,14.348,28.638,35.607,145.113,109.173,120.561,50.949,-80.409,257.531,3.2,A,22.08,718.2084
166435,20211231,2021,INDL,C,D,STD,VNDA,USD,478.301,593.792,504.928,55.901,10.055,12.366,42.165,45.006,514.983,74.419,88.864,33.152,-164.351,268.682,6.7,A,15.69,877.0867
166447,20210930,2021,INDL,C,D,STD,AVXL,USD,161.616,161.616,150.818,75.918,0,0,-42.001,-42.001,150.818,10.798,10.798,-37.909,-197.586,0,,A,17.34,1362.7281
166482,20210930,2021,INDL,C,D,STD,MWA,USD,653.7,1518,694.9,157.955,470.5,475.5,142.1,202,1165.4,220.1,823.1,70.4,-648.9,1111,3.2,A,14.4,2404.0751
166555,20211231,2021,INDL,C,D,STD,ATEC,USD,331.157,572.053,79.422,99.537,350.872,355.426,-113.572,-86.816,453.897,101.095,469.028,-144.326,-788.319,243.212,,A,11.43,1137.7079
166562,20211231,2021,INDL,C,D,STD,VG,USD,227.313,1388.144,617.721,254.006,468.772,479.165,24.47,113.25,1086.493,298.31,770.423,-24.497,-670.267,1409.015,42.816,A,20.79,5280.7847
166563,20211231,2021,INDL,C,D,STD,DK,USD,2935.2,6728,827.7,74.197,2277.8,2423.9,-194.7,77.6,3225.3,3126.7,5780.5,-203.5,314.4,10648.2,2,A,14.99,1112.213
166583,20211231,2021,INDL,C,D,STD,LUNA,USD,82.445,130.237,81.923,32.116,15.33,21.646,0.241,4.869,97.253,32.687,48.314,1.382,-11.608,87.513,,A,8.44,271.059
170384,20211231,2021,INDL,C,D,STD,GOGO,USD,249.914,647.687,-320.154,110.792,772.176,889.369,122.176,137.658,452.022,188.516,967.841,152.735,-1449.839,335.716,,A,13.53,1499.0158
170396,20211231,2021,INDL,C,D,STD,CUBI,USD,,19575.028,1228.423,32.913,419.283,,620.81,642.477,1785.5,,18208.811,314.647,700.752,886.058,1.52,A,65.37,2151.5228
170419,20210630,2021,INDL,C,D,STD,HTBI,USD,,3524.723,396.519,16.636,122.73,,67.567,77.801,519.249,,3128.204,15.675,241.589,158.554,1.626,A,30.98,464.1444
170450,20210831,2021,INDL,C,D,STD,ORMP,USD,95.337,127.999,115.773,35.294,0.403,0.533,-22.806,-22.729,116.92,6.679,11.482,-22.238,-114.852,2.703,,A,14.28,694.5859
170520,20211231,2021,INDL,C,D,STD,RDUS,USD,173.079,181.542,-252.304,47.36,339.059,339.672,-50.764,-49.604,86.755,94.787,433.846,-70.176,-1367.981,229.973,,A,6.92,327.7312
170527,20210930,2021,INDL,C,D,STD,POST,USD,2086.1,12414.7,2742.4,63.1,7036.6,7179.8,686.8,1076,10095.8,1049.2,9355.5,166.7,390.2,6226.7,151.4,A,112.73,6951.096
170616,20210131,2020,INDL,C,D,STD,SPLK,USD,3272.38,5868.486,1594.005,163.147,2633.605,2697.681,-769.09,-675.424,4227.61,1524.748,4274.481,-907.98,-2470.043,2229.385,36.8,A,169.89,26924.1494
170617,20211231,2021,INDL,C,D,STD,FB,USD,66666,165987,124879,2741,13252,14454,46753,54720,138131,21135,41108,39370,69068,117929,2990,A,336.35,921935.35
170714,20211231,2021,INDL,C,D,STD,ESRT,USD,,4282.447,998.128,170.217,2331.568,2339.257,79.837,,4015.9,,2598.115,-10.711,-154.458,624.798,7.9,A,8.9,1514.9313
170750,20211231,2021,INDL,C,D,STD,FANG,USD,1446,22898,12088,177.551,6642,6687,4082,5357,19887,1438,9653,2182,-1998,6797,,A,107.85,19148.8754
170841,20211231,2021,INDL,C,D,STD,PSX,USD,14697,55594,19166,438.254,13684,15516,605,2073,35321,12801,33957,1317,15771,111476,52,A,72.46,31755.8848
171002,20211231,2021,INDL,C,D,STD,GMED,USD,864.516,1957.263,1741.388,101.544,2.937,5.053,229.17,299.038,1744.325,140.164,215.875,149.191,1187.5,958.102,,A,72.2,7331.4768
171007,20211231,2021,INDL,C,D,STD,NOW,USD,5220,10798,3695,199.608,2040,2214,275,663,5735,4949,7103,230,30,5896,198,A,649.11,129567.5489
171049,20211231,2021,INDL,C,D,STD,BLMN,USD,352.792,3294.271,216.461,89.253,1961.554,2149.54,373.23,536.621,2184.404,984.625,3071.421,215.555,-904.16,4119.252,59.7,A,20.98,1872.5279
171067,20210731,2021,INDL,C,D,STD,PANW,USD,4647.3,10241.6,634.5,97.3,1981.5,3605.2,-258,1.8,2745.1,5116.7,9478,-498.9,-1087.8,4256.1,,A,556.76,38827.565
171141,20210131,2020,INDL,C,D,STD,FIVE,USD,755.413,2314.77,881.886,55.935,967.255,1110.329,154.803,224.148,1849.141,435.67,1432.884,123.361,560.252,1962.137,31.6,A,174.98,9829.4576
174022,20211231,2021,INDL,C,D,STD,RLGY,USD,1188,7210,2186,116.588,3370,3519,653,857,5562,1052,5018,343,-2762,7983,192,A,16.81,1959.8443
174049,20211231,2021,INDL,C,D,STD,PGTI,USD,421.758,1460.61,529.097,59.696,709.558,722.738,110.039,161.608,1275.518,135.861,894.65,32.878,113.404,1161.464,15.8,A,22.49,1342.563
174077,20210331,2020,INDL,C,D,STD,CVLT,USD,607.6,904.173,394.034,46.482,15.419,22.888,47.532,63.41,409.453,373.202,510.139,-30.954,-676.124,723.472,9.56,A,55.37,2998.089
174134,20211231,2021,INDL,C,D,STD,PTCT,USD,954.368,1938.056,1.438,70.828,1050.26,1269.364,-374.943,-310.809,1051.698,509.348,1936.618,-523.901,-2122.239,538.593,,A,39.83,2821.0792
174236,20211231,2021,INDL,C,D,STD,SEM,USD,1139.439,7360.171,1109.981,133.885,4472.925,4719.831,569.746,772.391,5837.86,1273.077,5995.236,402.225,605.533,6204.515,,A,29.4,3936.219
174310,20211231,2021,INDL,C,D,STD,KBR,USD,2152,6199,1687,139.786,2053,2119,413,521,3754,1875,4498,18,379,7339,,A,47.62,6656.6093
174389,20211231,2021,INDL,C,D,STD,EHTH,USD,407.587,1149.292,749.519,26.688,35.826,41.369,-78.523,-59.656,1017.937,75.465,167.181,-104.375,193.603,538.199,240.4,A,25.5,680.544
174390,20211231,2021,INDL,C,D,STD,LMAT,USD,139.883,292.802,254.151,21.923,14.067,15.937,35.677,45.152,268.218,21.813,38.651,26.907,84.69,154.424,0.236,A,50.23,1101.1923
174428,20211231,2021,INDL,C,D,STD,INFU,USD,22.065,97.586,48.272,20.7,36.418,37.765,3.259,17.884,84.69,12.896,49.314,1.42,-53.635,102.382,,A,17.03,352.521
174637,20211231,2021,INDL,C,D,STD,ICFI,USD,449.163,1849.534,803.47,18.876,603.41,648.311,125.069,157.039,1406.88,376.631,1046.064,71.132,638.263,1553.048,,A,102.55,1935.7338
174744,20211231,2021,INDL,C,D,STD,EVR,USD,2798.365,3802.657,1320.371,37.903,673.716,721.037,1133.799,1161.898,2308.997,1297.136,2167.376,740.116,1406.296,3307.085,,A,135.85,5149.1226
175007,20211231,2021,INDL,C,D,STD,ALGT,USD,1338.411,3991.073,1223.552,18.111,1727.553,1876.687,74.892,255.927,2951.105,663.045,2767.521,151.853,1169.531,1707.91,31.3,A,187.04,3387.4814
175008,20211231,2021,INDL,C,D,STD,FOLD,USD,596.834,905.14,307.369,278.913,432.72,440.129,-199.92,-193.711,740.089,145.975,597.771,-250.46,-2290.858,305.514,,A,11.55,3221.4452
175263,20211231,2021,INDL,C,D,STD,WU,USD,,8823.5,355.6,393.8,2733.4,2733.4,1138.8,1347,3089,,8467.9,805.8,-589.3,5070.8,177.8,A,17.84,7025.392
175307,20211231,2021,INDL,C,D,STD,DEI,USD,,9354.032,2416.069,175.529,5022.113,5022.936,199.764,,9008.666,,5367.479,65.267,-1074.572,917.008,,A,33.5,5880.2215
175319,20211231,2021,INDL,C,D,STD,HBI,USD,3528.103,7071.436,702.493,349.903,3607.943,3742.469,929.438,1039.568,4310.436,2327.053,6368.943,77.224,383.657,6801.24,208.998,A,16.72,5850.3782
175404,20211231,2021,INDL,C,D,STD,FSLR,USD,3191.243,7413.746,5959.551,106.332,381.917,398.594,389.867,645.767,6341.468,726.878,1454.195,468.693,3088.093,2858.277,,A,87.16,9267.8971
175523,20211231,2021,INDL,C,D,STD,GSAT,USD,68.873,814.106,365.431,1796.529,267.172,269.679,-65.28,20.145,632.603,61.565,448.675,-112.625,-1781.459,124.297,2.3,A,1.16,2083.9736
175654,20211231,2021,INDL,C,D,STD,WLDN,USD,148.959,394.422,179.221,12.804,97.084,118.234,-6.315,10.831,276.305,117.207,215.201,-8.417,12.061,353.755,,A,35.2,450.7008
175686,20211231,2021,INDL,C,D,STD,PRIM,USD,1182.09,2543.327,990.055,53.195,692.291,821.108,186.55,292.109,1682.346,759.118,1553.272,115.611,728.131,3497.632,,A,23.98,1275.6161
175689,20211231,2021,INDL,C,D,STD,AWI,USD,321.9,1710,519.7,47.302,638.8,671.6,181.3,277.8,1158.5,209.6,1190.3,183.2,901.8,1106.6,8,A,116.12,5492.7082
175900,20210930,2021,INDL,C,D,STD,SBH,USD,1383.575,2847.132,280.741,112.913,1786.677,1943.105,461.122,560.922,2067.418,664.881,2566.391,239.858,262.326,3874.997,70.9,A,18.46,1902.5841
175955,20211231,2021,INDL,C,D,STD,IPGP,USD,2347.683,3170.54,2746.582,53.01,34.552,58.132,352.763,447.349,2781.773,313.433,423.319,278.416,2276.656,1460.86,,A,172.14,9125.1414
175966,20211231,2021,INDL,C,D,STD,CPRX,USD,210.106,237.788,206.831,102.993,3.894,4.202,52.385,52.577,210.725,27.063,30.957,39.482,-26.458,140.833,2.9,A,6.77,697.2626
176017,20211231,2021,INDL,C,D,STD,ATHX,USD,46.027,60.184,16.369,242.844,8.755,9.766,-84.258,-83.331,25.124,29.861,43.815,-86.955,-583.344,5.514,,A,0.9026,219.191
176022,20211231,2021,INDL,C,D,STD,EBS,USD,1272.1,2959,1619,51.3,833.6,871,436.1,556.8,2452.6,373.8,1340,230.9,941.7,1792.7,,A,43.47,2230.011
176234,20211231,2021,INDL,C,D,STD,CTT,USD,,507.31,181.755,48.888,300.954,300.954,12.59,,484.95,,323.314,58.262,-548.694,102.846,,A,8.71,425.8145
176247,20211231,2021,INDL,C,D,STD,AIMC,USD,1167.8,4130.6,1985.1,64.924,1438.6,1464,244.3,366.6,3423.7,416.5,2145.5,27.7,266.6,1899.8,6,A,51.57,3348.1307
176343,20211231,2021,INDL,C,D,STD,CLNE,USD,409.936,957.07,747.076,222.685,65.073,82.315,-95.048,-49.864,820.484,125.904,201.659,-93.146,-772.864,255.646,0,A,6.13,1365.0591
176362,20210430,2020,INDL,C,D,STD,AVAV,USD,401.638,928.566,612.093,24.777,206.615,222.769,50.282,69.544,818.722,96.185,316.459,23.331,351.764,394.912,0.675,A,86.9,2734.6375
176572,20210630,2021,INDL,C,D,STD,AVNW,USD,170.239,297.653,183.335,11.153,3.223,3.992,24.481,29.864,186.558,96.369,114.318,110.139,-634.929,274.911,,A,32.08,365.4838
176591,20211231,2021,INDL,C,D,STD,EIG,USD,,3783.2,1213.1,27.741,17.1,17.1,151.6,159,1230.2,,2570.1,119.3,1399.1,703.1,,A,41.38,1147.9226
176593,20211231,2021,INDL,C,D,STD,PRTS,USD,168.602,235.336,95.568,52.96,39.235,46.389,-9.111,0.894,134.803,96.794,139.768,-10.339,-179.526,582.44,69.102,A,11.2,593.152
176602,20211231,2021,INDL,C,D,STD,ESGR,USD,,24429,5586,17.658,1411,1691,408,482,7916,,17924,473,5069,716,,A,247.59,4371.9442
176670,20210630,2021,INDL,C,D,STD,ARAY,USD,352.773,480.098,68.84,90.822,187.448,199.407,22.235,28.624,256.288,192.359,411.258,-6.311,-485.931,396.289,0.2,A,4.77,410.5154
176701,20211231,2021,INDL,C,D,STD,IBKR,USD,,109113,2395,98.205,123,123,2011,2061,10345,,98891,308,957,2938,,A,79.42,7799.4411
176766,20210930,2021,INDL,C,D,STD,TFSL,USD,,14057.45,1732.28,280.761,660.276,,128.784,161.352,2392.556,,12325.17,81.007,785.856,444.65,19.174,A,17.87,5351.3047
176928,20210630,2021,INDL,C,D,STD,BR,USD,1261.3,8119.8,1809.1,116.1,4150.7,4190.9,724,945.1,5959.8,1288,6310.7,547.5,2593,4993.7,9.8,A,182.82,18753.633
177088,20211231,2021,INDL,C,D,STD,BX,USD,,41196.408,9422.893,704.34,8656.095,8656.095,13298.799,13425.857,30362.141,,19490.362,5857.397,3628.159,22577.148,,A,129.39,91134.5526
