gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,csho,dltt,dt,ebit,ebitda,icapt,lct,lt,ni,re,sale,xad,costat,prcc_c,mkvalt
1004,20210531,2020,INDL,C,D,STD,AIR,USD,937,1539.7,974.4,35.375,193.6,205.1,65.5,101.8,1168,336.8,565.3,35.8,723.4,1651.4,,A,36.22,1476.9063
1045,20211231,2021,INDL,C,D,STD,AAL,USD,17336,66467,-7340,647.728,42181,46177,-5514,-3179,34841,19006,73807,-1993,-14580,29882,105,A,17.96,11633.1949
1075,20211231,2021,INDL,C,D,STD,PNW,USD,1551.1,22003.222,5906.2,112.927,7642.136,,805.31,1456.185,13663.596,1756.869,15981.762,618.72,3209.858,3803.835,,A,70.59,7971.5169
1078,20211231,2021,INDL,C,D,STD,ABT,USD,24239,75196,35802,1764.082,18252,19251,8966,12504,54276,13105,39172,7071,23154,43075,,A,140.74,248276.9007
1161,20211231,2021,INDL,C,D,STD,AMD,USD,8583,12419,7497,1207,349,732,3678,3974,7846,4240,4922,3162,-1454,16434,578,A,143.9,173687.3
1209,20210930,2021,INDL,C,D,STD,APD,USD,8376.3,26859.2,13539.7,221.397,7653.7,8216.8,2215,3536.3,21741.7,2799.1,12771.2,2099.1,14162.4,10323,,A,304.26,56701.9857
1230,20211231,2021,INDL,C,D,STD,ALK,USD,3920,13951,3801,125.906,3452,4086,-240,154,7253,3991,10150,478,3980,6176,63,A,52.1,6559.7026
1234,20211231,2021,INDL,C,D,STD,ATRI,USD,136.571,267.264,244.296,1.801,,,36.042,48.928,244.296,13.346,,33.055,357.324,165.009,,A,704.9,1269.5249
1254,20211231,2021,INDL,C,D,STD,MATX,USD,704.5,3693.1,1667.4,41,857.1,1059.7,1131.2,1259.2,2524.5,612.4,2025.7,927.4,1322.6,3925.3,,A,90.03,3691.23
1257,20211231,2021,INDL,C,D,STD,ALX,USD,,1391.965,252.589,5.107,1093.215,1093.215,76.197,76.197,1345.804,,1139.376,132.93,214.369,206.148,,A,260.3,1329.3521
1300,20211231,2021,INDL,C,D,STD,HON,USD,25372,64470,18569,684.8,15101,17089,6769,7908,34350,19508,45221,5542,39932,34392,,A,208.51,142787.648
1327,20210930,2021,INDL,C,D,STD,SWKS,USD,2865.4,8590.7,5297.1,165.3,2380.1,2413.1,1692.7,2129.4,7677.2,658.5,3293.6,1498.3,5177.9,5109.1,,A,155.14,27238.134
1380,20211231,2021,INDL,C,D,STD,HES,USD,4346,20515,6300,309.745,8535,9141,2008,3556,15561,3064,13489,559,-27,7473,,A,74.03,22930.4224
1410,20211031,2021,INDL,C,D,STD,ABM,USD,1401.1,4436.2,1609.2,67.302,971.4,1035,406.4,496.3,2580.6,1285.8,2827,126.3,857.6,6228.6,6.2,A,40.85,2961.961
1414,20211231,2021,INDL,C,D,STD,PRI,USD,,16123.223,2082.512,39.368,2025.653,2025.653,639.664,669.764,4115.436,,14033.44,373.357,2076.894,2709.732,,A,153.27,6033.9334
1439,20211231,2021,INDL,C,D,STD,ECOL,USD,364.218,1805.398,624.324,31.27,775.71,799.837,36.902,147.678,1400.034,186.934,1181.074,5.337,-187.309,988.001,,A,31.94,998.7638
1440,20211231,2021,INDL,C,D,STD,AEP,USD,7809.2,87668.7,22433.2,504.212,31989.6,,3372.3,6198,54713.1,12426.7,64945.2,2488.1,11851.9,16792,,A,88.97,44859.7416
1447,20211231,2021,INDL,C,D,STD,AXP,USD,,188548,22177,761,25613,39796,10121,11816,47790,,166371,8060,10529,43663,,A,163.6,124499.6
1449,20211231,2021,INDL,C,D,STD,AFL,USD,,157542,33253,652.132,7956,7956,4565,4604,41209,,124289,4325,48774,21037,229,A,58.39,38077.9875
1487,20211231,2021,INDL,C,D,STD,AIG,USD,,596112,65471,818.687,31353,31353,11322,15955,100265,,527200,9388,30472,52046,,A,56.86,46550.5428
1526,20211231,2021,INDL,C,D,STD,ANAT,USD,,31320.321,6994.368,26.887,73.955,149.248,695.816,745.799,7076.014,,24318.262,699.325,6946.337,4203.114,,A,188.84,5077.3411
1562,20210430,2020,INDL,C,D,STD,AMSWA,USD,136.623,177.157,122.391,32.863,0.821,1.56,4.361,9.971,123.212,50.664,54.766,8.089,-15.287,111.408,2.1,A,17.17,679.9355
1585,20211231,2021,INDL,C,D,STD,AVD,USD,342,694.16,372.738,30.887,73.02,78.079,33.684,55.913,445.758,223.061,321.422,18.587,290.601,556.872,5.201,A,16.39,506.2379
1598,20211231,2021,INDL,C,D,STD,AME,USD,2128.765,11898.187,6871.884,231.662,2358.249,2405.602,1308.67,1600.782,9230.133,1563.314,5026.303,990.053,7429.669,5546.514,,A,147.04,34063.5805
1602,20211231,2021,INDL,C,D,STD,AMGN,USD,19385,61165,6700,558.3,33747,33979,9274,12518,40447,12184,54465,5893,-25396,25979,843,A,224.97,125600.751
1632,20211031,2021,INDL,C,D,STD,ADI,USD,5378.317,52322.071,37992.542,525.331,6548.994,7118.233,1889.516,2964.15,44541.536,2770.312,14329.529,1390.422,7330.751,7318.286,,A,175.77,91139.6752
1659,20211231,2021,INDL,C,D,STD,ANDE,USD,3372.328,4569.219,1072.425,33.859,631.809,683.645,168.945,347.879,1939.513,2463.929,3261.515,103.986,703.953,12612.05,,A,38.71,1310.6819
1661,20211231,2021,INDL,C,D,STD,NBR,USD,1517.809,5525.364,590.656,8.205,3281.517,3286.939,-219.731,473.651,4675.738,525.228,4131.143,-569.272,-1548.622,2017.548,,A,81.09,665.3435
1678,20211231,2021,INDL,C,D,STD,APA,USD,2380,13303,-1595,346.931,7447,7761,2738,4242,7442,2117,13308,973,-9466,8079,,A,26.89,9328.9746
1686,20210228,2020,INDL,C,D,STD,APOG,USD,350.674,1015.099,492.745,25.714,211.439,226.69,74.685,118.585,704.184,217.552,522.354,15.436,329.216,1230.774,1.1,A,31.68,961.7036
1690,20210930,2021,INDL,C,D,STD,AAPL,USD,134836,351002,63090,16426.786,119381,130522,108949,120233,182471,125481,287912,94680,5725,365817,,A,177.57,2324390.219
1704,20211031,2021,INDL,C,D,STD,AMAT,USD,16107,25825,12247,892,5680,5753,7269,7663,17927,6344,13578,5888,31986,23063,,A,157.36,121891.8
1722,20211231,2021,INDL,C,D,STD,ADM,USD,31909,56136,22477,560,8776,9623,3038,4034,31543,21948,33369,2709,19783,85249,,A,67.59,37850.4
1743,20211231,2021,INDL,C,D,STD,ARCB,USD,776.053,2112.676,929.067,24.867,263.752,337.107,271.356,395.577,1192.819,702.694,1183.609,213.521,805.013,3980.067,,A,119.85,2980.31
1773,20211231,2021,INDL,C,D,STD,ARW,USD,15893.323,19535.54,5282.295,68.066,2466.198,2882.956,1572.215,1767.335,7807.044,11326.089,14194.694,1108.197,7596.291,34477.018,,A,134.27,9139.2218
1794,20210930,2021,INDL,C,D,STD,ASH,USD,1717,6612,2752,57,1706,1738,197,442,4458,934,3860,220,2424,2111,1,A,107.66,5079.84
1823,20211231,2021,INDL,C,D,STD,ATRO,USD,339.861,609.138,256.604,31.478,175.018,181.868,-37.626,-9.526,431.622,118.613,352.534,-25.578,272.73,444.908,,A,12,377.7998
1864,20210131,2020,INDL,C,D,STD,REX,USD,258.75,479.345,384.783,5.992,7.439,12.314,-3.8,17.106,444.622,30.737,42.162,3.001,589.986,372.846,,A,73.47,458.388
1878,20210131,2020,INDL,C,D,STD,ADSK,USD,2699.2,7279.8,965.5,219.6,2033.2,2104.6,650.6,771.9,2998.7,3254.7,6314.3,1208.2,-1613.4,3790.4,60.4,A,305.34,60923.628
1891,20210630,2021,INDL,C,D,STD,ADP,USD,40741.8,48772.5,5670.1,423.7,3328.2,3424.1,3293.9,3804.6,8998.3,38094.8,43102.4,2598.5,19461.7,15005.4,,A,246.58,84155.294
1913,20211231,2021,INDL,C,D,STD,AVY,USD,2734.6,7971.6,1924.4,82.606,2921.2,2974,1064.3,1306.3,4845.6,2547.9,6047.2,740.1,3597.8,8408.3,,A,216.57,17889.9814
1919,20210630,2021,INDL,C,D,STD,AVT,USD,7163.421,8925.422,4084.184,99.601,1431.167,1489.513,365.799,497.716,5515.351,3055.238,4841.238,193.114,2362.423,19534.679,,A,41.23,3992.0081
1926,20210228,2020,INDL,C,D,STD,AZZ,USD,303.492,996.442,623.292,25.108,211.048,217.636,81.613,126.216,834.34,113.85,373.15,39.614,522.205,838.917,,A,47.44,1282.7677
1968,20211231,2021,INDL,C,D,STD,BMI,USD,261.36,530.818,403.07,29.25,,,78.723,106.585,403.07,82.146,,60.884,353.671,505.198,,A,106.56,3116.88
1979,20211231,2021,INDL,C,D,STD,BCPC,USD,322.232,1199.325,877.015,32.287,115.683,118.044,129.625,178.012,992.698,143.802,322.31,96.104,727.145,799.023,,A,168.6,5443.5882
1988,20211231,2021,INDL,C,D,STD,BLL,USD,5223,19714,3627,320.844,8062,8145,1433,2133,11747,5953,16029,878,6261,13811,,A,96.27,30887.6519
2002,20211231,2021,INDL,C,D,STD,BPOP,USD,,75097.899,5947.254,79.851,1059.248,,1902.819,1967.057,7028.645,,69128.502,934.889,2648.676,2764.765,72.981,A,82.04,6550.976
2005,20211231,2021,INDL,C,D,STD,BOH,USD,,22784.941,1431.611,40.253,113.601,,407.819,428.903,1725.212,,21173.33,253.372,1883.993,698.069,9.606,A,83.76,3371.5913
2019,20211231,2021,INDL,C,D,STD,BK,USD,,444438,38196,804.145,25092,,7460,9327,68483,,401047,3759,34454,16158,107,A,58.08,46704.7416
2049,20211231,2021,INDL,C,D,STD,B,USD,680.209,2576.82,1428.766,50.685,617.95,630.91,152.887,243.972,2046.716,310.394,1148.054,99.873,1435.203,1258.846,,A,46.59,2361.4142
2086,20211231,2021,INDL,C,D,STD,BAX,USD,8872,33521,9077,501.615,17671,18009,2102,2992,26792,4236,24400,1284,13685,12784,,A,85.84,43058.6316
2101,20210630,2021,INDL,C,D,STD,AIT,USD,1196.575,2271.807,932.546,38.516,849.103,919.987,260.145,315.29,1781.649,427.7,1339.261,144.757,1201.321,3235.919,,A,102.7,3507.267
2111,20210930,2021,INDL,C,D,STD,BDX,USD,8838,53866,23675,284.476,17454,17580,3420,5554,41131,6626,30189,2092,11738,20248,,A,251.48,69929.8903
2136,20211231,2021,INDL,C,D,STD,VZ,USD,36728,366596,81790,4197.799,166628,177930,31742,47948,249828,47160,283396,22065,71066,133613,3394,A,51.96,218117.636
2184,20210131,2020,INDL,C,D,STD,BBY,USD,12540,19067,4587,257,3265,3972,2606,3445,7852,10521,14480,1798,4561,47262,819,A,99.79,27966.74
2259,20211231,2021,INDL,C,D,STD,BKH,USD,808.133,9131.896,2787.094,64.739,4126.923,,409.429,645.382,7014.046,901.713,6244.773,236.744,942.374,1949.102,,A,70.57,4568.6312
2269,20210430,2020,INDL,C,D,STD,HRB,USD,1699.724,3653.646,352.401,181.466,1732.665,1939.058,769.627,926.479,2085.066,1163.079,3301.245,583.791,253.292,3413.987,261.96,A,15.86,4039.4332
2285,20211231,2021,INDL,C,D,STD,BA,USD,108666,138552,-14999,588.917,58077,59641,-1016,756,43231,81992,153398,-4202,22749,62272,,A,201.32,118560.7704
2312,20211231,2021,INDL,C,D,STD,RHI,USD,2268.547,2952.359,1381.051,110.686,181.291,265.078,742.505,796.956,1562.342,1358.673,1571.308,598.626,145.037,6461.444,49.3,A,111.52,12343.7027
2352,20210731,2021,INDL,C,D,STD,BRC,USD,465.104,1377.756,963.028,52.067,66.347,84.014,170.291,195.774,1029.375,257.584,414.728,129.659,732.416,1144.698,54.37,A,53.9,2847.0236
2403,20211231,2021,INDL,C,D,STD,BMY,USD,33262,109314,35946,2176,40479,45412,8825,19584,76485,21868,73308,6994,22552,46385,1300,A,62.35,135673.6
2436,20210131,2020,INDL,C,D,STD,CAL,USD,782.556,1867.05,200.247,37.966,717.793,1120.853,-65.041,-4.502,921.647,905.509,1663.196,-439.114,39.421,2117.07,77.9,A,15.65,573.6663
2444,20211231,2021,INDL,C,D,STD,BC,USD,2124.6,5425,1914.2,76.933,1854.5,1917.7,838,1016.1,3768.7,1442.2,3510.8,593.3,2688.6,5846.2,33.2,A,100.73,7749.4611
2448,20211231,2021,INDL,C,D,STD,MTRN,USD,627.252,1607.479,720.44,20.448,507.814,533.879,104.237,141.61,1228.254,204.509,887.039,72.474,658.382,1510.644,0.3,A,91.94,1879.9891
2497,20211231,2021,INDL,C,D,STD,MTZ,USD,2873.954,7121.393,2539.809,76.429,2052.611,2285.949,419.85,842.676,4596.472,1784.598,4577.532,328.831,2083.612,7951.781,,A,92.28,7052.8681
2504,20211231,2021,INDL,C,D,STD,UIS,USD,1133,2419.5,-113.7,67.2,557.3,610.9,175.6,281,492.9,752.5,2483.9,-448.5,-4673.1,2054.4,,A,20.57,1382.304
2547,20211231,2021,INDL,C,D,STD,CI,USD,36134,154889,47112,322.948,31561,32210,8441,11364,78745,43572,107705,5365,31709,174274,,A,229.63,74158.5492
2558,20211231,2021,INDL,C,D,STD,CNA,USD,,66639,12809,271.364,3027,3027,1235,1289,15836,,53830,1202,9983,11546,,A,44.08,11961.7251
2574,20211231,2021,INDL,C,D,STD,CSX,USD,3873,40531,13490,2201.787,16663,16908,5061,6481,30163,2233,27031,3781,11222,12522,,A,37.6,82787.1912
2577,20211231,2021,INDL,C,D,STD,CTS,USD,289.089,664.462,463.578,32.179,71.354,74.747,78.166,105.096,534.932,114.066,200.884,-41.866,487.717,512.925,,A,36.72,1181.6129
2593,20210930,2021,INDL,C,D,STD,CBT,USD,1425,3306,947,56.727,801,1188,481,641,1891,1147,2216,250,870,3400,,A,56.2,2843.1572
2596,20210630,2021,INDL,C,D,STD,CACI,USD,1331.176,6172.372,2665.143,23.554,2052.221,2160.421,539.451,664.851,4717.499,884.801,3507.094,457.443,3152.796,6044.135,,A,269.21,6009.0965
2615,20210228,2020,INDL,C,D,STD,CAMP,USD,214.288,433.805,95.085,35.229,199.215,208.458,0.196,22.198,294.3,107.245,338.72,-56.309,-138.959,308.587,,A,9.92,393.5079
2628,20211231,2021,INDL,C,D,STD,CWT,USD,300.458,3623.271,1177.594,53.716,1069.395,1076.389,129.575,238.29,2252.375,256.576,2440.291,101.125,525.936,790.909,,A,71.86,3860.0318
2663,20210731,2021,INDL,C,D,STD,CPB,USD,1695,11734,3152,302,5190,5255,1302,1619,8344,1814,8580,1002,3747,8476,399,A,43.46,13203.44
2751,20210630,2021,INDL,C,D,STD,CAH,USD,31048,44453,1791,291,5739,6715,1909,2714,7533,27624,42659,611,1171,162467,,A,51.49,16613.19
2771,20211231,2021,INDL,C,D,STD,CSL,USD,2150.9,7246.8,2629.5,52,2639.8,3015.8,605.4,823.3,5269.3,1169.5,4617.3,421.7,4132.5,4810.3,,A,248.12,12902.24
2787,20210630,2021,INDL,C,D,STD,CRS,USD,1117.4,2971.2,1392.3,48.041,730,739,-157.7,-34.1,2122.3,306.3,1578.9,-229.6,1107,1475.6,,A,29.19,1932.209
2807,20210430,2020,INDL,C,D,STD,CASY,USD,723.633,4460.314,1932.679,36.95,1361.395,1363.749,492.449,757.644,3294.074,612.749,2527.635,312.9,1873.728,7654.189,,A,178.62,8209.9205
2817,20211231,2021,INDL,C,D,STD,CAT,USD,43455,82793,16484,535.888,26517,33027,7711,10063,43033,29847,66277,6489,37729,50971,,A,206.74,110789.4851
2818,20210131,2020,INDL,C,D,STD,CATO,USD,290.55,591.452,246.498,22.604,143.315,206.736,-79.249,-64.568,389.813,181.934,344.954,-47.483,130.458,575.111,4.385,A,9.59,257.0075
2820,20210331,2020,INDL,C,D,STD,CVCO,USD,651.799,951.833,683.64,9.235,23.696,29.731,92.025,98.349,707.336,237.104,268.193,76.646,431.154,1108.051,0.807,A,175.45,2083.5084
2960,20211231,2021,INDL,C,D,STD,CHE,USD,230.286,1342.723,623.273,14.913,285.629,323.542,344.025,403.076,908.902,302.399,719.45,268.55,1970.311,2139.261,62.1,A,529.04,7889.5735
2968,20211231,2021,INDL,C,D,STD,JPM,USD,,3743567,259289,2944.149,286557,,79890,87822,580684,,3449440,48334,272184,127202,3036,A,158.35,466205.9942
2986,20211231,2021,INDL,C,D,STD,CPK,USD,173.135,2114.869,774.13,17.655,558.474,,131.112,193.773,1332.604,376.433,1340.739,83.466,394.375,569.968,,A,145.81,2574.2756
2991,20211231,2021,INDL,C,D,STD,CVX,USD,33738,239535,139067,1929.806,33621,34664,16180,34105,173561,26791,99595,15625,161657,155606,,A,117.35,226462.7341
3007,20210630,2021,INDL,C,D,STD,EAT,USD,207.2,2274.9,-303.3,45.9,1924.6,2043.8,210.6,360.8,1621.3,571.6,2578.2,131.6,-270.8,3337.8,26.4,A,36.59,2838.915
3026,20211231,2021,INDL,C,D,STD,CHD,USD,1233.4,7996.5,3233.2,242.546,1757.3,2481.1,992.4,1181.1,4990.5,2075.2,4763.3,827.5,5297.8,5190.1,,A,102.5,24860.965
3028,20211231,2021,INDL,C,D,STD,CHDN,USD,501.5,2981.6,306.8,38.1,1993.3,2006,307.6,410.8,2300.1,395,2674.8,249.1,306.8,1597.2,74.5,A,240.9,9178.29
3062,20210531,2020,INDL,C,D,STD,CTAS,USD,2843.309,8236.823,3687.847,104.061,1773.607,2716.527,1363.462,1607.298,5461.454,1934.085,4548.976,1110.968,7907.903,7116.34,,A,353.46,36789.7259
3107,20211231,2021,INDL,C,D,STD,CLF,USD,7653,18975,5490,500.159,5652,5799,4273,5213,11426,3561,13201,2988,617,20444,,A,21.77,10888.4614
3121,20210630,2021,INDL,C,D,STD,CLX,USD,1829,6334,411,122.78,2800,3186,1225,1436,3392,2056,5742,710,490,7341,790,A,174.36,22089.3498
3138,20211231,2021,INDL,C,D,STD,COKE,USD,1076.662,3445.57,711.786,9.374,910.495,938.603,447.66,631.303,1622.281,834.856,2733.784,189.58,624.023,5562.714,,A,619.19,4422.255
3144,20211231,2021,INDL,C,D,STD,KO,USD,22545,94354,22999,4325,39277,40925,11334,12776,64137,19950,69494,9771,54764,38655,4098,A,59.21,256083.25
3153,20211231,2021,INDL,C,D,STD,CDE,USD,289.577,1734.422,800.262,256.92,476.34,517.462,59.346,199.649,1276.602,235.868,934.16,-31.322,-2940.654,832.828,,A,5.04,1294.8768
3157,20210930,2021,INDL,C,D,STD,COHR,USD,1179.285,1888.93,868.185,24.538,491.279,514.926,139.284,194.255,1359.464,382.215,1020.745,-106.751,744.806,1487.468,,A,266.54,6136.7084
3158,20211231,2021,INDL,C,D,STD,COHU,USD,750.793,1259.044,882.502,48.549,125.433,141.824,132.579,181.146,1007.935,192.459,376.542,167.325,166.293,887.214,,A,38.09,1849.2314
3170,20211231,2021,INDL,C,D,STD,CL,USD,4397,15040,609,840.48,7645,7794,3879,4435,8616,4051,14069,2166,19964,17421,2021,A,85.34,71726.5632
3203,20210831,2021,INDL,C,D,STD,CCF,USD,212.964,404.159,344.324,9.448,7.202,8.717,62.52,79.324,351.526,32.922,59.835,44.92,324.419,293.336,,A,99.56,1081.796
3221,20211231,2021,INDL,C,D,STD,AON,USD,19032,31917,1061,214.8,9046,9758,3526,3852,10204,19073,30759,1255,-5565,12193,,A,300.56,
3226,20211231,2021,INDL,C,D,STD,CMCSA,USD,24807,275905,96092,4533.23,104361,107259,20842,34646,202370,29348,177896,14159,63382,116385,7695,A,50.33,228157.4659
3231,20211231,2021,INDL,C,D,STD,CMA,USD,,94616,7503,130.688,3152,,1908,2007,11049,,86719,1168,10282,3024,35,A,87,11369.856
3238,20211231,2021,INDL,C,D,STD,CBSH,USD,,36689.088,3437.298,121.684,39.755,,852.114,896.98,3488.079,,33240.764,530.765,169.573,1435.042,21.856,A,68.74,8364.5582
3243,20211231,2021,INDL,C,D,STD,C,USD,,2291413,182977,1984.355,224497,257490,34306,38270,427169,,2088741,21952,146183,80565,1490,A,60.39,
3246,20210831,2021,INDL,C,D,STD,CMC,USD,2736.828,4638.671,2294.877,120.587,1108.824,1163.063,609.547,777.16,3403.933,980.473,2343.562,412.865,2078.105,6729.76,,A,36.29,3933.5479
3278,20211231,2021,INDL,C,D,STD,CAR,USD,1847,22600,-220,55.9,17304,17995,2084,3758,17095,2408,22809,1285,-318,9313,81,A,207.37,11591.983
3358,20210731,2021,INDL,C,D,STD,CMTL,USD,287.496,993.111,500.719,26.248,240.569,249.41,35.822,66.221,741.288,203.561,492.392,-73.48,333.001,581.695,,A,23.69,655.4126
3362,20210531,2020,INDL,C,D,STD,CAG,USD,2702.1,22195.6,8551.8,480.284,8463.5,8523.2,1961,2348.7,17094.9,3306.2,13564.2,1298.8,6268.4,11184.7,258,A,36.26,18298.8204
3382,20211231,2021,INDL,C,D,STD,SSTK,USD,388.215,851.71,468.482,36.417,36.966,45.33,111.706,160.477,505.448,333.784,383.228,91.883,218.749,773.415,112.9,A,110.88,4037.917
3413,20211231,2021,INDL,C,D,STD,ED,USD,5551,63116,20037,354,23321,,2826,4858,43657,5427,42780,1346,11450,13676,,A,85.32,30203.28
3429,20211231,2021,INDL,C,D,STD,CTO,USD,,733.139,430.45,5.916,278.471,278.471,-1.385,,708.951,,302.659,29.94,344.976,70.272,,A,61.42,363.3607
3439,20211231,2021,INDL,C,D,STD,CMS,USD,2627,28753,6407,289.758,12115,,1146,2260,19303,2204,21565,1353,998,7329,,A,65.05,18848.7579
3469,20211231,2021,INDL,C,D,STD,CLR,USD,1564.39,18591.111,7475.456,364.298,6840.366,6844.366,2470.454,4406.906,14696.691,1500.127,10734.786,1660.968,6340.211,5719.318,,A,44.76,16305.9785
3504,20211031,2021,INDL,C,D,STD,COO,USD,1465.3,9606.2,6941.8,49.3,1627.8,1663.5,621.6,930.9,8569.8,732.1,2664.2,2944.7,5860.8,2922.5,,A,418.94,20554.156
3532,20211231,2021,INDL,C,D,STD,GLW,USD,7659,30154,12333,830,7680,7829,2190,3671,20225,4806,17609,1906,15214,14082,,A,37.23,30900.9
3562,20211231,2021,INDL,C,D,STD,CUZ,USD,,7312.034,4566.77,148.688,2188.133,2290.534,180.393,,6788.533,,2711.634,278.586,-985.338,761.874,,A,40.28,5989.1526
3570,20210731,2021,INDL,C,D,STD,CBRL,USD,353.596,2391.694,663.633,23.497,1075.558,1126.133,154.091,262.695,1739.191,465.262,1728.061,254.513,663.398,2821.444,83.63,A,128.64,3199.8215
3580,20211231,2021,INDL,C,D,STD,CR,USD,1744.2,4486.6,1832.3,57.836,921.7,944.2,485.3,603.4,2756.8,795.2,2651.5,435.4,2087.1,3180,,A,101.73,5883.6563
3592,20211231,2021,INDL,C,D,STD,OMF,USD,,22079,3093,127.81,17901,17901,2762,3026,20994,,18986,1314,1788,4973,,A,50.04,6395.6124
3619,20211231,2021,INDL,C,D,STD,CCK,USD,4495,13858,1912,126.132,6210,6389,1335,1782,8540,4133,11528,-560,1282,11394,,A,110.62,13952.7218
3643,20211231,2021,INDL,C,D,STD,CFR,USD,,50878.49,4294.103,63.986,535.593,,593.135,662.424,4975.148,,46438.935,443.079,3304.284,1383.997,34.539,A,126.07,8066.715
3650,20211231,2021,INDL,C,D,STD,CMI,USD,12309,23710,8474,142.5,3905,4092,2209,2867,13306,7084,14309,2131,15170,24021,,A,218.14,31084.95
3662,20211231,2021,INDL,C,D,STD,CW,USD,1307.808,4103.545,1826.49,38.47,1186.784,1213.192,401.771,516.155,3013.274,734.867,2277.055,267.159,2718.362,2505.931,,A,138.67,5334.6349
3708,20211231,2021,INDL,C,D,STD,WEN,USD,592.849,5101.391,436.405,215.849,3769.331,3856.409,361.04,486.58,4205.736,426.925,4664.986,200.392,295.998,1896.998,31.617,A,23.85,5147.9987
3734,20211231,2021,INDL,C,D,STD,DAN,USD,3586,7632,1922,144.239,2595,2646,363,752,4768,2174,5459,197,-323,8945,,A,22.82,3291.534
3735,20211231,2021,INDL,C,D,STD,DHR,USD,11648,83184,41899,715,23057,23272,8109,10277,68234,8140,38007,6433,31800,29453,,A,329.01,235242.15
3813,20210131,2020,INDL,C,D,STD,TGT,USD,20756,51248,14440,500.877,13754,15109,6765,9250,28194,20125,36808,4368,8069,93561,1500,A,176.53,90743.8861
3835,20211031,2021,INDL,C,D,STD,DE,USD,,84114,18431,308.065,33167,41520,8339,10389,51601,,65680,5963,33910,43959,212,A,342.89,105453.7302
3851,20211231,2021,INDL,C,D,STD,DAL,USD,15940,72459,3887,639.967,32194,34679,-2537,-539,36081,20966,68572,280,-7278,29899,198,A,39.08,25009.9104
3863,20211231,2021,INDL,C,D,STD,DLX,USD,620.473,3074.384,574.318,42.679,1709.602,1782.182,220.014,368.781,2284.2,683.358,2499.786,62.633,474.271,2022.197,47.461,A,32.11,1370.4227
3897,20211231,2021,INDL,C,D,STD,DTE,USD,3317,39719,8705,193.748,14605,,1512,2889,23318,6346,31006,907,3326,14947,,A,119.54,23160.6359
3946,20211231,2021,INDL,C,D,STD,DBD,USD,1887.3,3507.2,-845.1,78.352,2352.7,2455.2,257.9,407,1515.7,1749.4,4344.2,-78.8,-1200.9,3905.2,7.1,A,9.05,709.0856
3964,20210131,2020,INDL,C,D,STD,DDS,USD,1661.94,3092.515,1441.008,22.015,599.241,613.755,-87.549,125.829,2040.249,772.877,1651.507,-71.654,4436.334,4433.185,18.4,A,63.05,1933.1372
3969,20211231,2021,INDL,C,D,STD,DIOD,USD,1187.672,2194.495,1237.242,45.017,287.888,316.483,281.011,403.446,1590.612,471.034,891.771,228.763,1066.292,1805.162,,A,109.81,4943.3168
3980,20210930,2021,INDL,C,D,STD,DIS,USD,33657,203609,88553,1818,51769,56321,3659,8770,153993,31077,101385,1995,33989,67418,5500,A,154.89,307551.06
4016,20210131,2020,INDL,C,D,STD,DG,USD,6914.219,25862.624,6661.238,240.785,12516.363,13590.442,3721.765,4296.002,19177.601,5710.783,19201.386,2655.05,3003.939,33746.839,107.4,A,210.3,46859.1689
4029,20211231,2021,INDL,C,D,STD,D,USD,7269,99590,25525,810,37890,,3307,5785,66808,8673,70672,3288,3915,13964,,A,78.56,63633.6
4036,20210731,2021,INDL,C,D,STD,DCI,USD,1244,2400.2,1137.1,125.023,494.7,512.8,406.4,493.5,1631.8,606.6,1263.1,286.9,1490.2,2860.8,,A,59.26,8275.2724
4058,20211231,2021,INDL,C,D,STD,DOV,USD,3061.709,10403.627,4189.528,144.046,3159.929,3205.49,1299.113,1589.236,7349.457,2250.341,6214.099,1123.818,9291.193,7907.081,23.685,A,181.6,26158.7536
4066,20211231,2021,INDL,C,D,STD,OMC,USD,15909.5,28421.8,3270.2,209.1,6637.8,6862.9,2147.4,2359.5,10756.8,16226.2,24302.8,1407.8,7746.5,14289.4,,A,73.27,15320.757
4091,20211231,2021,INDL,C,D,STD,DCO,USD,492.569,978.735,474.602,11.925,307.458,320.591,50.081,77.281,782.06,162.56,504.133,135.536,370.23,645.413,,A,46.77,557.7323
4093,20211231,2021,INDL,C,D,STD,DUK,USD,9940,169587,47334,769,61522,,5758,10724,112658,15931,118451,3908,2962,25069,,A,104.9,80668.1
4108,20211231,2021,INDL,C,D,STD,FLS,USD,2388.677,4749.768,1804.319,129.999,1428.556,1502.242,275.14,373.75,3265.901,1131.805,2912.423,125.949,3127.434,3541.06,,A,30.6,3977.9694
4115,20210131,2020,INDL,C,D,STD,DY,USD,1168.63,1944.165,811.308,30.615,539.921,646.412,123.763,299.66,1351.229,448.49,1132.857,34.337,798.819,3199.165,,A,75.52,2484.1011
4145,20211231,2021,INDL,C,D,STD,PKI,USD,2440.78,15000.554,7141.245,126.241,5165.096,5209.903,1473.857,1831.861,12306.341,1213.744,7859.309,943.157,4254.482,5067.169,,A,201.06,25382.0155
4193,20211231,2021,INDL,C,D,STD,EGP,USD,,3215.336,1570.07,41.269,1401.59,1476.708,150.9,,2973.05,,1643.876,157.557,-316.754,409.481,,A,227.85,9403.1417
